qid,prediction,gt_label
WebQTest-31,['Dunblane'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Medusa', ""Portrait of Isabella d'Este"", 'Portrait of a Musician', 'Salvator Mundi', 'The Last Supper', 'Virgin of the Rocks', 'Horse and Rider', 'Leda and the Swan', 'Vitruvian Man', 'St. John the Baptist', 'The Holy Infants Embracing', ""Leonardo's horse"", 'Sala delle Asse', 'Madonna of the Carnation', 'Annunciation', 'Benois Madonna', 'Madonna of the Yarnwinder', 'The Baptism of Christ', 'Madonna of Laroque', 'Adoration of the Magi', ""Ginevra de' Benci"", 'Madonna and Child with St Joseph', 'The Virgin and Child with St. Anne', 'Portrait of a Young Fiancée', 'The Virgin and Child with St Anne and St John the Baptist', 'Bacchus', 'Drapery for a Seated Figure', 'Madonna Litta', 'Lucan portrait of Leonardo da Vinci', 'St. Jerome in the Wilderness', 'Portrait of a man in red chalk', 'The Battle of Anghiari', 'Lady with an Ermine', 'Head of a Woman', 'Mona Lisa', 'La belle ferronnière']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,"['Salamanca', 'Spain']",['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Estonia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Three-phase electric power', 'Neon lamp', 'Remote control', 'Induction motor', 'Alternating current', 'Tesla coil', 'Wireless telegraphy']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003–04 NBA season'],['2003–04 NBA season']
WebQTest-298,Error,"['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['The Lost Symbol', 'The Da Vinci Code', 'Apollo 13', 'Presidential Reunion', 'Grand Theft Auto', 'Rush', 'Frost/Nixon', 'Splash', 'Cinderella Man', 'The Dark Tower', 'Gung Ho', 'Inferno', 'Ransom', 'Backdraft', 'The Paper', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'The Missing', 'Jay-Z: Made in America', 'A Beautiful Mind', 'Night Shift', 'The Dilemma', 'Parenthood', 'Far and Away', 'Willow', 'In the Heart of the Sea', 'EDtv', 'Cotton Candy', 'Cocoon']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Chicago Bulls', ""Duke Blue Devils men's basketball"", 'Los Angeles Lakers']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Skamania County', 'Cascade Range', 'Washington']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,"['Turkish Language', 'Kurdish languages', 'Arabic Language', 'Ladino Language', 'Zaza language']","['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Indiana', 'Minnesota', 'Wisconsin', 'Illinois', 'Iowa', 'Michigan', 'Ohio', 'Nebraska', 'Missouri', 'Kansas', 'South Dakota', 'North Dakota']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Bribri Language', 'Spanish Language', 'Limonese Creole', 'Jamaican Creole English Language']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['University of Oklahoma'],['University of Oklahoma']
WebQTest-509,"['Federal republic', 'Presidential system']","['Presidential system', 'Federal republic']"
WebQTest-532,['Soccer']],['Football']
WebQTest-559,"['Violin', 'Piano']","['Piano', 'Violin']"
WebQTest-585,"['Monarch of England', 'England']",['England']
WebQTest-612,['Carolina Panthers'],['Carolina Panthers']
WebQTest-635,"['Token Black', 'Bebe Stevens', 'Principal Victoria', 'Mr. Garrison', 'Chef', 'Gerald and Sheila Broflovski', 'Sharon Marsh', 'Butters Stotch', 'Eric Cartman', 'Kyle Broflovski', 'Jimbo Kearn', 'Kenny McCormick', 'Fosse McDonald', 'Ms. Cartman', 'Stan Marsh']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,Error,['Memphis']
WebQTest-680,"['Manchester City F.C.', 'Club Atlético Independiente', 'Argentina national football team', 'Atlético Madrid']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Norway', 'Larvik', 'Film director', 'Ethnographer', 'Adventurer', 'Cinematographer', 'Film Producer', 'Scientist']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,Error,"['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,"['Reading, Pennsylvania, USA']",['Reading']
WebQTest-857,Error,"['Georgia', 'Alabama']"
