20,0.25,0.25,"ulrich_thomsen', 'mads_mikkelsen', 'søren_pilmark', 'nikolaj_lie_kaas', 'line_kruse","['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,0.25,0.25,"david_schwimmer', 'hal_hartley', 'rob_epstein', 'jeffrey_friedman', 'todd_field","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,0,0,Abstain,"['1956', '1958']"
80,0.3333333333333333,0,"françois_girard', 'fernando_meirelles', 'john_maybury","['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.07692307692307693,0.15384615384615385,"006, 2003, 2008, 2011, 1999, 2005, 2003, 2004, 2000, 2007, 2009, 2002, 2009, 2001, 2007, 1986, 1999, 1999, 200","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,0,0,Abstain,"['Action', 'Drama', 'Horror', 'Comedy']"
140,0,0,Abstain,"['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,0,0,Abstain,"['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,0.5,0.5,"1951', '1955', '1954","['1955', '1954']"
200,0.16666666666666666,0,"jane_fonda', 'terence_stamp', 'brigitte_bardot', 'alain_delon', 'rebecca_de_mornay', 'vincent_spano","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
220,0.16666666666666666,0,"crime', 'drama', 'thriller', 'horror', 'action', 'adventure","['Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
240,0,0,Abstain,"['Mystery', 'Romance', 'Horror', 'Crime', 'Drama', 'Fantasy', 'Western', 'Action', 'Comedy', 'War', 'Thriller', 'Adventure']"
260,0.07692307692307693,0,"joan_greenwood', 'cecil_parker', 'alec_guinness', 'claudia_cardinale', 'tony_curtis', 'peter_sellers', 'marlon_wayans', 'tom_hanks', 'irma_p._hall', 'herbert_lom', 'martin_milner', 'burt_lancaster', 'susan_harrison","['Marlon Wayans', 'Herbert Lom', 'Joan Greenwood', 'Cecil Parker', 'Tom Hanks', 'Claudia Cardinale', 'Susan Harrison', 'Irma P. Hall', 'Burt Lancaster', 'Peter Sellers', 'Alec Guinness', 'Tony Curtis', 'Martin Milner']"
280,0,0,Abstain,['Chris Rock']
300,0,0,Abstain,"['Ellen Page', 'Bernie Coulson', 'Bruce McDonald', 'Greg Calderone', 'Callum Keith Rennie', 'Hugh Dillon', 'Georgina Reilly']"
320,0.3333333333333333,0,"maria_sole_tognazzi', 'silvio_soldini', 'carlo_verdone","['Maria Sole Tognazzi', 'Silvio Soldini', 'Carlo Verdone']"
340,0.043478260869565216,0,"leslie_bricusse', 'charles_dickens', 'shane_connaughton', 'kelly_masterson', 'neville_smith', 'whitley_strieber', 'michael_wadleigh', 'terence_rattigan', 'frederic_raphael', 'daniel_wallace', 'john_august', 'alan_sillitoe', 'bo_goldman', 'josephine_humphreys', 'michael_crichton', 'guy_gallo', 'malcolm_lowry', 'harold_gray', 'thomas_meehan', 'will_gluck', 'carol_sobieski', 'ronald_harwood', 'peter_mayle","['Leslie Bricusse', 'Neville Smith', 'Will Gluck', 'Whitley Strieber', 'Michael Wadleigh', 'Shane Connaughton', 'Thomas Meehan', 'Kelly Masterson', 'Malcolm Lowry', 'Guy Gallo', 'Josephine Humphreys', 'Ronald Harwood', 'Terence Rattigan', 'Carol Sobieski', 'John August', 'Harold Gray', 'Peter Mayle', 'Alan Sillitoe', 'Michael Crichton', 'Bo Goldman', 'Charles Dickens', 'Frederic Raphael', 'Daniel Wallace']"
360,0.14285714285714285,0,"adventure', 'mystery', 'drama', 'comedy', 'music', 'crime","['Mystery', 'Crime', 'Drama', 'Music', 'Adventure', 'Comedy', 'Biography']"
380,0.5,0,"2010', '2004","['2010', '2004']"
