qid,prediction,gt_label
WebQTest-31,Abstain,[None]
WebQTest-54,['Germany'],['Nazi Germany']
WebQTest-76,"['Madonna of the Yarnwinder', 'Portrait of a man in red chalk', 'The Virgin and Child with St Anne and St John the Baptist', 'Madonna Litta', ""Ginevra de' Benci"", 'The Last Supper', 'St. Jerome in the Wilderness', 'Adoration of the Magi', 'Portrait of a Young Fiancée', 'The Holy Infants Embracing', 'Mona Lisa', 'Vitruvian Man', ""Portrait of Isabella d'Este"", 'Bacchus', 'The Battle of Anghiari', 'Leda and the Swan', 'Salvator Mundi', 'Madonna of the Carnation', 'The Baptism of Christ', 'Virgin of the Rocks', 'Madonna and Child with St Joseph', ""Leonardo's horse"", 'The Virgin and Child with St. Anne', 'Sala delle Asse', 'St. John the Baptist', 'Medusa', 'Drapery for a Seated Figure', 'Annunciation', 'La belle ferronnière', 'Portrait of a Musician', 'Lady with an Ermine', 'Benois Madonna']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,"['Haitian Creole', 'Lucumi Language', 'Spanish Language']","['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Estonia', 'Latvia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Three-phase electric power', 'Induction motor', 'Alternating current', 'Neon lamp', 'Wireless telegraphy', 'Tesla coil', 'Remote control']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1983 World Series', '1966 World Series', '1970 World Series']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['Backdraft', 'Cinderella Man', 'The Dark Tower', 'Presidential Reunion', 'Rush', 'EDtv', 'Inferno', 'Grand Theft Auto', 'Gung Ho', 'Jay-Z: Made in America', 'The Missing', 'The Da Vinci Code', 'The Dilemma', 'In the Heart of the Sea', 'Willow', 'Apollo 13', 'Angels & Demons', 'Far and Away', 'The Lost Symbol', 'Splash', 'Cotton Candy', 'A Beautiful Mind', 'Parenthood', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Ransom', 'The Paper', 'Night Shift', 'Frost/Nixon', 'Cocoon']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Duke Blue Devils men\'s basketball', 'Chicago Bulls', 'Los Angeles Lakers']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Skamania County', 'Washington', 'United States of America']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,"['Ladino Language', 'Kurdish languages', 'Zaza language', 'Turkish Language', 'Arabic Language']","['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
