qid,correct,wrong,prediction,gt_label
20,1.0,0,['comedy'],['Comedy']
40,1.0,0,"['graham_greene', 'joseph_l._mankiewicz']","['Joseph L. Mankiewicz', 'Graham Greene']"
60,1.0,0,['john_gilling'],['John Gilling']
80,1.0,0,"['the_wrecking_crew', 'the_big_country', 'the_violent_men', 'the_silencers']","['The Silencers', 'The Big Country', 'The Violent Men', 'The Wrecking Crew']"
100,1.0,0,['amistad'],['Amistad']
120,1.0,0,['2012'],['2012']
140,1.0,0,"['comedy', 'thriller', 'action', 'drama', 'fantasy', 'adventure', 'crime', 'horror']","['Horror', 'Crime', 'Drama', 'Fantasy', 'Adventure', 'Action', 'Comedy', 'Thriller']"
160,1.0,0,"['the_banquet', 'the_tempest', 'looking_for_richard', 'king_lear', 'haider', 'serenity', ""love's_labour's_lost"", 'toy_story', 'julius_caesar', 'romeo_and_juliet', 'coriolanus', 'the_cabin_in_the_woods', 'henry_v', 'hamlet', 'the_avengers', 'private_romeo', 'in_your_eyes', 'buffy_the_vampire_slayer', 'men_of_respect', 'tempest', 'king_of_texas', ""prospero's_books"", 'chimes_at_midnight', 'macbeth', 'richard_iii', 'the_taming_of_the_shrew', 'the_magic_flute', 'as_you_like_it', 'romeo_+_juliet', ""a_midsummer_night's_dream"", 'othello', 'o']","['King Lear', 'Julius Caesar', 'Men of Respect', 'Private Romeo', 'Romeo and Juliet', 'In Your Eyes', 'The Tempest', 'Romeo + Juliet', 'The Taming of the Shrew', 'Coriolanus', ""A Midsummer Night's Dream"", 'Looking for Richard', 'The Avengers', 'Othello', 'O', 'The Magic Flute', 'Henry V', 'Serenity', 'Richard III', ""Prospero's Books"", 'The Banquet', 'Macbeth', 'Toy Story', 'Hamlet', 'The Cabin in the Woods', 'Chimes at Midnight', 'Haider', 'King of Texas', 'As You Like It', ""Love's Labour's Lost"", 'Tempest', 'Buffy the Vampire Slayer']"
180,1.0,0,"['steven_soderbergh', 'andrei_tarkovsky']","['Steven Soderbergh', 'Andrei Tarkovsky']"
200,1.0,0,"['french', 'italian']","['French', 'Italian']"
220,1.0,0,"['documentary', 'animation']","['Animation', 'Documentary']"
240,1.0,0,['2001'],['2001']
260,0.9999999999999998,0,"['2001', '1992', '2009', '1996', '2003', '1987', '2007']","['1987', '1992', '1996', '2003', '2001', '2007', '2009']"
280,1.0,0,"['rick', 'tadpole', 'live_free_or_die']","['Live Free or Die', 'Tadpole', 'Rick']"
300,0.9999999999999997,0,"['jim_caviezel', 'eliza_dushku', 'jennifer_lopez', 'desmond_harrington', 'donald_sutherland', 'james_duval', 'billy_crudup', 'jeff_goldblum', 'emmanuelle_chriqui', 'monica_potter', 'christine_lahti', 'alicia_silverstone', 'angela_bettis', 'anna_faris']","['Christine Lahti', 'Donald Sutherland', 'Angela Bettis', 'Jeff Goldblum', 'Billy Crudup', 'Jennifer Lopez', 'Desmond Harrington', 'Eliza Dushku', 'James Duval', 'Anna Faris', 'Alicia Silverstone', 'Monica Potter', 'Emmanuelle Chriqui', 'Jim Caviezel']"
320,1.0000000000000007,0,"['loaded_weapon_1', 'twisted', 's.w.a.t.', 'summer_in_february', 'changing_lanes', 'the_negotiator', 'african_cats', 'hard_eight', 'farce_of_the_penguins', 'soul_men', 'freedomland', 'dead_man_down', 'sphere', 'fluke', 'no_good_deed', 'in_my_country', 'unbreakable', 'rules_of_engagement', 'one_eight_seven', 'basic', 'the_sunset_limited', 'arena', 'a_time_to_kill', ""eve's_bayou"", 'meeting_evil', ""the_caveman's_valentine"", 'lakeview_terrace', 'kiss_of_death', 'cleaner', 'shaft', 'resurrecting_the_champ', 'deep_blue_sea', 'coach_carter', ""the_devil's_double"", 'the_man', 'black_snake_moan', 'the_long_kiss_goodnight', 'snakes_on_a_plane', 'turbo', 'jackie_brown', 'the_great_white_hype', 'unthinkable']","['The Negotiator', 'No Good Deed', 'Jackie Brown', 'Resurrecting the Champ', 'Kiss of Death', ""The Devil's Double"", 'One Eight Seven', 'Lakeview Terrace', 'The Sunset Limited', 'Changing Lanes', 'Basic', 'Unthinkable', 'Turbo', 'Black Snake Moan', ""Eve's Bayou"", 'The Man', 'Fluke', 'Deep Blue Sea', 'Arena', 'Shaft', 'The Long Kiss Goodnight', 'S.W.A.T.', 'In My Country', 'Freedomland', 'Twisted', 'The Great White Hype', 'Soul Men', 'Rules of Engagement', 'Farce of the Penguins', 'Coach Carter', ""The Caveman's Valentine"", 'Snakes on a Plane', 'Cleaner', 'Summer in February', 'Unbreakable', 'A Time to Kill', 'Loaded Weapon 1', 'African Cats', 'Sphere', 'Dead Man Down', 'Hard Eight', 'Meeting Evil']"
340,1.0,0,"['roberto_benigni', 'paolo_bonacelli']","['Roberto Benigni', 'Paolo Bonacelli']"
360,0,0,Abstain,"['Drama', 'Comedy', 'Musical']"
380,1.0,0,['comedy'],['Comedy']
400,1.0,0,"['joe_johnston', 'robert_zemeckis']","['Robert Zemeckis', 'Joe Johnston']"
420,1.0,0,"['french', 'german']","['German', 'French']"
440,1.0,0,"['bruce_lee', 'john_saxon']","['John Saxon', 'Bruce Lee']"
460,1.0,0,['paul_cox'],['Paul Cox']
480,1.0,0,['swedish'],['Swedish']
500,1.0,0,['francesco_rosi'],['Francesco Rosi']
520,1.0,0,['english'],['English']
540,1.0000000000000004,0,"['dennis_quaid', 'bradley_cooper', 'kip_pardue', 'leon_w._grant', 'kate_beckinsale', 'liam_neeson', 'matthew_lillard', 'jonathan_taylor_thomas', 'gary_cole', 'ian_hunter', 'arnold_schwarzenegger', 'isabel_jeans', 'ronny_cox', 'jamie_foxx', 'dwayne_johnson', 'bryan_cranston', 'james_van_der_beek', 'julianne_moore', 'gary_oldman', 'ben_barnes', 'rachel_ticotin', 'chris_evans', 'jason_statham', 'john_cleese', 'nicolas_cage', 'paul_giamatti', 'adam_lavorgna', 'gerard_butler', 'sharon_stone', 'matthew_penn', 'daniel_jordano', 'colin_farrell', 'colin_firth', 'franklin_dyall', 'sam_shepard', 'joy_bryant', 'kristin_scott_thomas', 'edward_norton', 'shannyn_sossamon', 'josh_lucas']","['Ian Hunter', 'Nicolas Cage', 'Gerard Butler', 'Kate Beckinsale', 'Daniel Jordano', 'Shannyn Sossamon', 'Jonathan Taylor Thomas', 'James Van Der Beek', 'Adam LaVorgna', 'Matthew Penn', 'Gary Cole', 'Liam Neeson', 'Arnold Schwarzenegger', 'Isabel Jeans', 'Sharon Stone', 'Matthew Lillard', 'Julianne Moore', 'Joy Bryant', 'John Cleese', 'Sam Shepard', 'Bradley Cooper', 'Franklin Dyall', 'Gary Oldman', 'Ben Barnes', 'Rachel Ticotin', 'Ronny Cox', 'Chris Evans', 'Colin Farrell', 'Paul Giamatti', 'Edward Norton', 'Colin Firth', 'Leon W. Grant', 'Dwayne Johnson', 'Josh Lucas', 'Jamie Foxx', 'Kip Pardue', 'Jason Statham', 'Bryan Cranston', 'Kristin Scott Thomas', 'Dennis Quaid']"
560,0,0,Abstain,"['1948', '1940', '1973', '1947', '1963', '1933', '1930', '1935', '1958']"
580,1.0,0,['french'],['French']
600,0.9999999999999993,0,"['letters_from_iwo_jima', 'mystic_river', 'sudden_impact', 'gran_torino', 'unforgiven', 'high_plains_drifter', 'million_dollar_baby', 'the_outlaw_josey_wales', 'play_misty_for_me', 'bird', 'changeling', 'pale_rider', 'bronco_billy', 'hereafter', 'jersey_boys', 'midnight_in_the_garden_of_good_and_evil', 'absolute_power', 'space_cowboys', 'firefox', 'the_gauntlet', 'true_crime', 'honkytonk_man', 'american_sniper', 'invictus', 'breezy', 'the_rookie', 'j._edgar', 'white_hunter_black_heart', 'heartbreak_ridge', 'a_perfect_world', 'the_bridges_of_madison_county', 'blood_work', 'the_eiger_sanction']","['The Outlaw Josey Wales', 'Invictus', 'A Perfect World', 'The Bridges of Madison County', 'The Eiger Sanction', 'Honkytonk Man', 'Jersey Boys', 'Play Misty for Me', 'Bird', 'Unforgiven', 'Firefox', 'Space Cowboys', 'True Crime', 'Absolute Power', 'J. Edgar', 'American Sniper', 'Blood Work', 'Letters from Iwo Jima', 'Gran Torino', 'Hereafter', 'Sudden Impact', 'Pale Rider', 'Million Dollar Baby', 'Breezy', 'Mystic River', 'Midnight in the Garden of Good and Evil', 'Bronco Billy', 'The Gauntlet', 'Heartbreak Ridge', 'White Hunter Black Heart', 'Changeling', 'High Plains Drifter', 'The Rookie']"
620,0.9999999999999998,0,"['cheaper_by_the_dozen', 'the_internship', 'big_fat_liar', 'date_night', 'this_is_where_i_leave_you', 'real_steel', 'just_married']","['Cheaper by the Dozen', 'This Is Where I Leave You', 'Date Night', 'Just Married', 'Real Steel', 'The Internship', 'Big Fat Liar']"
640,1.0,0,"['1941', '1942']","['1942', '1941']"
660,1.0,0,['1970'],['1970']
680,0,0,Abstain,['2003']
700,1.0,0,"['rocky_vi', 'leningrad_cowboys_meet_moses', 'calamari_union', 'i_hired_a_contract_killer', 'the_worthless', 'lights_in_the_dusk', 'the_man_without_a_past', 'hamlet_goes_business', 'the_match_factory_girl', 'leningrad_cowboys_go_america', 'ariel', 'take_care_of_your_scarf,_tatiana', 'crime_and_punishment', 'drifting_clouds', 'le_havre', 'shadows_in_paradise', 'la_vie_de_bohème']","['I Hired a Contract Killer', 'Shadows in Paradise', 'Lights in the Dusk', 'Rocky VI', 'Le Havre', 'The Worthless', 'The Match Factory Girl', 'The Man Without a Past', 'La Vie de Bohème', 'Calamari Union', 'Ariel', 'Crime and Punishment', 'Hamlet Goes Business', 'Leningrad Cowboys Meet Moses', 'Take Care of Your Scarf, Tatiana', 'Drifting Clouds', 'Leningrad Cowboys Go America']"
