qid,prediction,gt_label
WebQTest-31,Error,[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Annunciation', 'Leda and the Swan', 'Benois Madonna', ""Ginevra de' Benci"", 'Adoration of the Magi', 'The Holy Infants Embracing', 'Madonna of Laroque', 'The Baptism of Christ', 'Bacchus', 'Sala delle Asse', ""Portrait of Isabella d'Este"", 'St. Jerome in the Wilderness', 'The Virgin and Child with St. Anne', 'The Virgin and Child with St Anne and St John the Baptist', 'Portrait of a man in red chalk', 'Lucan portrait of Leonardo da Vinci', 'Virgin of the Rocks', 'Vitruvian Man', 'Portrait of a Musician', 'Medusa', 'Madonna Litta', 'Drapery for a Seated Figure', 'St. John the Baptist', 'Salvator Mundi', 'Mona Lisa', 'Lady with an Ermine', 'The Last Supper', ""Leonardo's horse"", 'Madonna of the Carnation', 'La belle ferronnière', 'The Battle of Anghiari', 'Head of a Woman', 'Madonna and Child with St Joseph', 'Madonna of the Yarnwinder', 'Horse and Rider', 'Portrait of a Young Fiancée']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,"['Haitian Creole', 'Spanish Language', 'Lucumi Language']","['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Lithuania', 'Latvia', 'Estonia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Neon lamp', 'Tesla coil', 'Remote control', 'Alternating current', 'Wireless telegraphy', 'Induction motor', 'Three-phase electric power']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
