qid,correct,wrong,prediction,gt_label
20,1.0,0,"['ulrich_thomsen', 'line_kruse', 'mads_mikkelsen', 'nikolaj_lie_kaas']","['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,1.0,0,"['jeffrey_friedman', 'todd_field', 'hal_hartley', 'rob_epstein']","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,0,0,Abstain,"['1956', '1958']"
80,1.0,0,"['françois_girard', 'fernando_meirelles', 'john_maybury']","['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.9999999999999998,0,"['1986', '2000', '2009', '1999', '2003', '2011', '2006', '2007', '2002', '2008', '2005', '2001', '2004']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,1.0,0,"['horror', 'action', 'comedy', 'drama']","['Action', 'Drama', 'Horror', 'Comedy']"
140,0.9795918367346946,0,"['nick_park', 'kenneth_branagh', 'gillies_mackinnon', 'anthony_minghella', 'randall_wallace', 'roger_spottiswoode', 'steve_miner', 'ron_howard', 'm._night_shyamalan', 'tim_burstall', 'gillian_armstrong', 'robert_redford', 'tony_richardson', 'peter_weir', 'adrian_grunberg', 'richard_donner', 'mel_gibson', 'dean_semler', 'george_miller', 'sean_penn', 'jarmo_lampela', 'nick_cassavetes', 'peter_lord', 'barry_levinson', 'john_gielgud', 'lewis_milestone', 'graham_baker', 'mark_rydell', 'michael_almereyda', 'roland_emmerich', 'grigori_kozintsev', 'franco_zeffirelli', 'jean_renoir', 'phil_joanou', 'laurence_olivier', 'roger_donaldson', 'pen_densham', 'robert_rodriguez', 'brian_helgeland', 'george_ogilvie', 'nancy_meyers', 'jeff_stanzler', 'luis_mandoki', 'martin_campbell', 'wim_wenders', 'robert_zemeckis', 'robert_towne', 'jodie_foster']","['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,0,0,Abstain,"['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,1.0,0,"['1955', '1954']","['1955', '1954']"
200,0.9999999999999999,0,"['vincent_spano', 'brigitte_bardot', 'alain_delon', 'terence_stamp', 'rebecca_de_mornay', 'jane_fonda']","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
220,0.9999999999999999,0,"['crime', 'action', 'adventure', 'horror', 'thriller', 'drama']","['Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
240,1.0,0,"['adventure', 'action', 'comedy', 'crime', 'horror', 'thriller', 'fantasy', 'war', 'drama', 'romance', 'western', 'mystery']","['Mystery', 'Romance', 'Horror', 'Crime', 'Drama', 'Fantasy', 'Western', 'Action', 'Comedy', 'War', 'Thriller', 'Adventure']"
260,0.9999999999999998,0,"['peter_sellers', 'claudia_cardinale', 'joan_greenwood', 'marlon_wayans', 'tom_hanks', 'herbert_lom', 'martin_milner', 'irma_p._hall', 'burt_lancaster', 'susan_harrison', 'tony_curtis', 'cecil_parker', 'alec_guinness']","['Marlon Wayans', 'Herbert Lom', 'Joan Greenwood', 'Cecil Parker', 'Tom Hanks', 'Claudia Cardinale', 'Susan Harrison', 'Irma P. Hall', 'Burt Lancaster', 'Peter Sellers', 'Alec Guinness', 'Tony Curtis', 'Martin Milner']"
280,1.0,0,['chris_rock'],['Chris Rock']
300,0.9999999999999998,0,"['georgina_reilly', 'hugh_dillon', 'bernie_coulson', 'ellen_page', 'callum_keith_rennie', 'greg_calderone', 'bruce_mcdonald']","['Ellen Page', 'Bernie Coulson', 'Bruce McDonald', 'Greg Calderone', 'Callum Keith Rennie', 'Hugh Dillon', 'Georgina Reilly']"
320,1.0,0,"['maria_sole_tognazzi', 'silvio_soldini', 'carlo_verdone']","['Maria Sole Tognazzi', 'Silvio Soldini', 'Carlo Verdone']"
