qid,correct,wrong,prediction,gt_label
20,1.0,0,"['ulrich_thomsen', 'nikolaj_lie_kaas', 'line_kruse', 'mads_mikkelsen']","['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,1.0,0,"['hal_hartley', 'todd_field', 'jeffrey_friedman', 'rob_epstein']","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,0,0,Abstain,"['1956', '1958']"
80,0,0,Abstain,"['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.9999999999999998,0,"['2000', '2004', '2011', '2007', '1986', '2006', '1999', '2005', '2009', '2003', '2001', '2008', '2002']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,0,0,Abstain,"['Action', 'Drama', 'Horror', 'Comedy']"
140,0.24489795918367344,0,"['sean_penn', 'pen_densham', 'jeff_stanzler', 'anthony_minghella', 'nick_cassavetes', 'gillies_mackinnon', 'barry_levinson', 'robert_zemeckis', 'graham_baker', 'phil_joanou', 'robert_redford', 'luis_mandoki']","['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,1.0,0,"['ken_shapiro', 'jay_sandrich', 'john_carpenter', 'michael_ritchie', 'peter_hewitt', 'stephen_herek', 'colin_higgins', 'william_friedkin', 'john_landis', 'stephen_kessler', 'harold_ramis', 'george_roy_hill']","['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,1.0,0,"['1955', '1954']","['1955', '1954']"
200,0.9999999999999999,0,"['terence_stamp', 'vincent_spano', 'jane_fonda', 'alain_delon', 'brigitte_bardot', 'rebecca_de_mornay']","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
220,0.9999999999999999,0,"['action', 'thriller', 'drama', 'horror', 'crime', 'adventure']","['Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
240,1.0,0,"['fantasy', 'action', 'thriller', 'western', 'war', 'romance', 'comedy', 'drama', 'horror', 'mystery', 'crime', 'adventure']","['Mystery', 'Romance', 'Horror', 'Crime', 'Drama', 'Fantasy', 'Western', 'Action', 'Comedy', 'War', 'Thriller', 'Adventure']"
260,0.9999999999999998,0,"['susan_harrison', 'irma_p._hall', 'joan_greenwood', 'tony_curtis', 'martin_milner', 'herbert_lom', 'claudia_cardinale', 'tom_hanks', 'alec_guinness', 'marlon_wayans', 'cecil_parker', 'peter_sellers', 'burt_lancaster']","['Marlon Wayans', 'Herbert Lom', 'Joan Greenwood', 'Cecil Parker', 'Tom Hanks', 'Claudia Cardinale', 'Susan Harrison', 'Irma P. Hall', 'Burt Lancaster', 'Peter Sellers', 'Alec Guinness', 'Tony Curtis', 'Martin Milner']"
280,0,0,Abstain,['Chris Rock']
300,0.9999999999999998,0,"['callum_keith_rennie', 'bruce_mcdonald', 'hugh_dillon', 'greg_calderone', 'georgina_reilly', 'bernie_coulson', 'ellen_page']","['Ellen Page', 'Bernie Coulson', 'Bruce McDonald', 'Greg Calderone', 'Callum Keith Rennie', 'Hugh Dillon', 'Georgina Reilly']"
320,1.0,0,"['silvio_soldini', 'carlo_verdone', 'maria_sole_tognazzi']","['Maria Sole Tognazzi', 'Silvio Soldini', 'Carlo Verdone']"
