7765,Abstain,False
7528,False,False
7493,False,False
6679,True,True
6980,Abstain,True
21,True,True
6709,Abstain,True
6840,Abstain,False
6654,True,True
6826,Abstain,False
242,Abstain,False
7021,False,False
116,True,True
7455,False,False
1,True,True
6657,Abstain,True
7596,Abstain,True
7789,Abstain,True
6769,Abstain,True
28,True,True
6760,True,True
6730,True,True
59,True,True
6984,Abstain,True
119,True,True
6818,Abstain,False
138,Abstain,False
161,Abstain,False
7750,False,False
7433,False,False
7544,False,False
7500,False,False
7674,Abstain,True
7163,True,False
268,Abstain,False
6874,Abstain,False
80,True,True
7517,False,False
6791,Abstain,False
7403,False,False
267,Abstain,False
7505,False,False
6908,Abstain,False
6664,True,True
6828,Abstain,False
6659,True,True
7710,Abstain,True
6710,True,True
320,True,True
7443,False,False
7786,Abstain,True
299,True,True
187,Abstain,False
6786,Abstain,True
7401,False,False
6783,Abstain,True
7723,Abstain,True
7155,True,True
70,True,True
7590,Abstain,True
266,Abstain,False
36,True,True
7672,Abstain,True
6941,Abstain,False
305,True,True
7611,Abstain,True
39,True,True
296,True,True
71,True,True
7603,Abstain,True
6928,Abstain,False
282,Abstain,True
6711,True,True
7170,Abstain,False
7161,Abstain,True
7047,Abstain,False
7664,Abstain,True
7574,Abstain,True
7711,Abstain,True
7175,True,False
359,False,False
89,True,True
241,Abstain,False
6997,Abstain,True
186,Abstain,False
286,True,True
263,True,False
6,True,True
6943,Abstain,False
293,Abstain,True
6846,Abstain,False
218,Abstain,False
6937,Abstain,False
127,True,True
31,True,True
6638,True,True
121,True,True
7001,Abstain,True
251,Abstain,False
7598,Abstain,True
7772,True,True
68,True,True
311,True,True
7617,Abstain,True
7684,Abstain,True
192,Abstain,False
232,Abstain,False
6688,True,True
6637,True,True
7525,False,False
113,True,True
7457,False,False
14,True,True
7462,False,False
7151,True,False
7565,Abstain,True
6649,Abstain,True
7459,False,False
313,False,True
7023,False,False
7796,True,True
6736,True,True
53,True,True
165,False,False
83,True,True
7571,Abstain,True
7788,Abstain,True
368,Abstain,False
33,True,True
7615,Abstain,True
6942,Abstain,False
7065,Abstain,False
6964,Abstain,True
7741,Abstain,False
7552,Abstain,True
6926,Abstain,False
6995,True,True
329,Abstain,False
6778,Abstain,True
7797,True,True
7435,False,False
7681,Abstain,True
122,True,True
6884,Abstain,False
6872,Abstain,False
328,Abstain,False
7548,Abstain,True
226,Abstain,False
6701,True,True
246,Abstain,False
175,Abstain,False
330,Abstain,False
7489,False,False
7782,Abstain,True
7449,False,False
6713,Abstain,True
7025,Abstain,False
229,Abstain,False
7764,False,False
7061,Abstain,False
6687,True,True
6925,Abstain,False
7717,Abstain,True
7043,Abstain,False
7698,Abstain,True
288,True,True
214,Abstain,False
326,Abstain,False
198,Abstain,False
6797,Abstain,False
6723,True,True
7745,False,False
7720,Abstain,True
7452,False,False
169,Abstain,False
7162,True,True
7056,Abstain,False
7779,True,True
6772,Abstain,True
7431,False,False
7450,False,False
107,True,True
7780,Abstain,True
6814,Abstain,False
7661,Abstain,True
57,True,True
6822,True,False
7512,False,False
7487,False,False
7499,False,False
6976,True,True
18,True,True
6878,Abstain,False
7410,False,False
6909,Abstain,False
7803,Abstain,True
297,True,True
290,True,True
7668,Abstain,True
6777,Abstain,True
6831,Abstain,False
231,Abstain,False
182,Abstain,False
180,Abstain,False
7495,False,False
6725,Abstain,True
294,True,True
258,True,False
6900,Abstain,False
6743,True,True
6859,Abstain,False
8948,Abstain,True
222,Abstain,False
115,True,True
7463,False,False
366,Abstain,False
54,True,True
7445,False,False
6758,True,True
6699,True,True
350,Abstain,False
6987,Abstain,True
6927,Abstain,False
6931,Abstain,False
7460,False,False
6766,True,True
6981,Abstain,True
7053,False,False
7751,False,False
105,True,True
154,Abstain,False
6907,Abstain,False
6703,True,True
88,True,True
7564,True,True
6737,True,True
6630,True,True
7726,Abstain,False
147,Abstain,False
275,Abstain,False
6681,True,True
6849,Abstain,False
7556,Abstain,True
256,True,False
7434,False,False
188,Abstain,False
7507,False,False
7534,False,False
6767,True,True
6986,Abstain,True
5332,True,True
7835,True,False
2437,Abstain,False
5353,True,True
8083,Abstain,False
2389,Abstain,False
2479,False,False
1857,False,False
1431,Abstain,False
1238,Abstain,False
5326,Abstain,True
6431,Abstain,True
1947,False,False
6094,False,True
1339,False,False
2518,False,False
2130,False,False
5763,Abstain,True
5516,False,True
1317,Abstain,False
2397,False,False
7255,Abstain,False
5203,True,True
1745,False,False
1194,False,False
1208,Abstain,False
6272,True,True
1304,False,False
5561,True,True
1272,False,False
2236,False,False
1658,False,False
1482,Abstain,False
5372,True,True
1967,False,False
5603,True,True
5402,Abstain,True
5444,True,True
2406,False,False
8097,True,False
2510,False,False
5864,True,True
2166,Abstain,False
5904,True,True
1958,Abstain,False
1859,False,False
5966,True,True
6178,True,True
2693,False,False
1203,Abstain,False
2385,False,False
7339,False,False
2751,Abstain,False
8111,True,False
5581,True,True
5572,True,True
8135,False,False
1397,False,False
9017,Abstain,False
2556,False,False
1899,False,False
1370,False,False
1963,False,False
1281,Abstain,False
7353,True,True
5744,True,True
2411,False,False
1671,False,False
6151,Abstain,True
5877,True,True
7335,True,True
1561,False,False
2589,False,False
7839,False,False
1527,False,False
1310,Abstain,False
5179,True,True
2682,Abstain,False
1853,False,False
2434,Abstain,False
1320,False,False
2624,Abstain,False
5169,Abstain,True
1877,Abstain,False
2196,Abstain,False
2070,False,False
2233,Abstain,False
2205,False,False
2685,False,False
6117,True,True
2028,False,False
2506,Abstain,False
1493,False,False
6064,True,True
6356,False,True
5908,True,True
6043,Abstain,True
5721,True,True
1160,False,False
7265,Abstain,False
2091,False,False
5334,True,True
7365,True,True
2078,False,False
2001,False,False
1295,Abstain,False
2662,Abstain,False
2071,False,False
1395,False,False
2139,False,False
7236,False,False
2352,False,False
1181,Abstain,False
1550,False,False
6474,Abstain,True
6133,Abstain,True
2681,False,False
5745,Abstain,True
1419,False,False
1199,False,False
6312,Abstain,True
6389,True,True
1782,Abstain,False
1247,Abstain,False
1887,Abstain,False
1601,False,False
2781,False,False
1133,False,False
1436,False,False
1223,False,False
6177,True,True
1634,False,False
5592,Abstain,True
1453,False,False
2735,False,False
5723,True,True
5571,True,True
2542,Abstain,False
1411,False,False
1412,False,False
8086,Abstain,False
2789,Abstain,False
2330,Abstain,False
2636,Abstain,False
1517,False,False
1428,Abstain,False
6041,True,True
1524,False,False
7348,True,True
2377,Abstain,False
2062,Abstain,False
2561,Abstain,False
1157,Abstain,False
5460,Abstain,True
8087,False,False
5288,True,True
1548,False,False
1885,False,False
6377,Abstain,True
1445,Abstain,False
2697,False,False
1452,Abstain,False
6297,Abstain,True
5790,True,True
1277,Abstain,False
2449,False,False
1571,Abstain,False
6154,True,True
2802,Abstain,False
2569,Abstain,False
5283,Abstain,True
5870,True,True
7824,False,False
1849,Abstain,False
6433,Abstain,True
1628,False,False
1913,Abstain,False
5295,True,True
1938,False,False
5885,True,True
5659,False,True
6059,Abstain,True
5754,True,True
2711,False,False
5308,Abstain,True
5717,True,True
1785,False,False
2602,Abstain,False
1736,Abstain,False
2126,Abstain,False
6280,True,True
1313,Abstain,False
2249,False,False
2023,False,False
1211,False,False
5969,True,True
1694,False,False
8136,True,True
5335,False,True
5506,True,True
5954,False,True
6244,Abstain,True
6007,Abstain,True
1721,False,False
5702,True,True
6346,True,True
5465,True,True
6300,Abstain,True
2191,Abstain,False
6475,True,True
2320,Abstain,False
5468,True,True
6159,Abstain,True
1288,Abstain,False
5640,True,True
6367,Abstain,True
5913,Abstain,True
1279,Abstain,False
2331,Abstain,False
1735,False,False
2031,Abstain,False
6341,Abstain,True
6138,True,True
8958,False,False
1866,False,False
1422,Abstain,False
1323,False,False
1368,Abstain,False
1659,False,False
5785,True,True
1210,Abstain,False
5557,True,True
6384,True,True
1825,False,False
1394,False,False
1891,Abstain,False
6073,True,True
2178,Abstain,False
8103,False,False
2694,Abstain,False
2040,Abstain,False
5569,True,True
6417,True,True
1455,False,False
2700,False,False
7863,False,False
5192,True,True
1460,False,False
1229,False,False
5765,True,True
2844,True,True
3671,False,False
3916,Abstain,False
3674,Abstain,False
3776,Abstain,False
3396,Abstain,True
2845,True,True
3896,False,False
3868,Abstain,False
8813,False,False
3195,True,True
3770,False,False
2957,True,True
8010,Abstain,True
2821,Abstain,True
3992,Abstain,False
3227,Abstain,True
3292,Abstain,True
3548,Abstain,True
4057,Abstain,False
3920,False,False
4025,Abstain,False
8737,Abstain,True
3733,False,False
3950,Abstain,False
8728,True,True
3498,Abstain,True
3032,Abstain,True
8906,False,False
3748,Abstain,False
3804,Abstain,False
3522,False,True
3943,Abstain,False
4099,False,False
3511,Abstain,True
3342,True,True
3730,False,False
3198,True,True
8783,Abstain,False
3425,True,True
3403,Abstain,True
