3998,3,0,0,c
4000,3,0,0,c
4171,2,0,1,c
4367,2,1,0,c
4368,3,0,0,c
4501,3,0,0,c
4645,2,1,0,c
4891,2,1,0,c
4939,1,1,1,a
4957,3,0,0,c
4999,3,0,0,c
5155,2,1,0,c
5156,2,0,1,c
5165,2,1,0,c
5220,2,0,1,c
5273,3,0,0,c
5319,3,0,0,c
5325,3,0,0,c
5327,3,0,0,c
5341,2,1,0,c
5385,3,0,0,c
5422,3,0,0,c
5663,2,0,1,c
5740,1,2,0,w
5788,3,0,0,c
5924,2,0,1,c
5944,3,0,0,c
5946,2,1,0,c
6353,3,0,0,c
6360,3,0,0,c
6417,2,0,1,c
6432,3,0,0,c
6438,2,0,1,c
6440,3,0,0,c
6485,3,0,0,c
6514,1,0,2,a
6666,2,0,1,c
6697,3,0,0,c
6771,3,0,0,c
6803,3,0,0,c
6811,3,0,0,c
6815,3,0,0,c
6848,1,0,2,a
6857,3,0,0,c
6914,2,1,0,c
6960,2,0,1,c
6985,3,0,0,c
6988,2,0,1,c
6992,2,1,0,c
7055,3,0,0,c
7062,3,0,0,c
10143,3,0,0,c
10182,3,0,0,c
10206,2,0,1,c
11897,1,2,0,w
11962,3,0,0,c
11968,3,0,0,c
12733,2,0,1,c
12784,3,0,0,c
12787,3,0,0,c
12815,3,0,0,c
12817,3,0,0,c
12868,2,0,1,c
12892,3,0,0,c
12895,2,0,1,c
12901,3,0,0,c
12924,2,0,1,c
12926,2,1,0,c
12938,1,2,0,w
12942,3,0,0,c
12972,1,2,0,w
12989,3,0,0,c
4510,1,1,1,a
5244,1,2,0,w
5540,0,1,2,a
5589,1,1,1,a
5593,0,1,2,a
5825,2,1,0,c
6378,1,2,0,w
6563,0,3,0,w
11786,0,3,0,w
11869,1,2,0,w
11925,0,3,0,w
12799,2,1,0,c
12803,2,1,0,c
4185,0,1,2,a
4971,0,0,3,a
5052,1,0,2,a
5124,1,0,2,a
5186,0,0,3,a
5251,1,1,1,a
5374,0,1,2,a
5485,2,0,1,c
5913,2,0,1,c
6434,2,0,1,c
6761,2,0,1,c
6842,0,0,3,a
6928,0,0,3,a
12741,0,2,1,w
12807,2,0,1,c
