450,3,0,0,c
465,3,0,0,c
492,3,0,0,c
531,3,0,0,c
533,2,1,0,c
643,1,2,0,w
703,3,0,0,c
754,3,0,0,c
764,3,0,0,c
780,3,0,0,c
796,3,0,0,c
801,3,0,0,c
811,3,0,0,c
936,3,0,0,c
993,3,0,0,c
996,3,0,0,c
997,3,0,0,c
1016,3,0,0,c
1018,3,0,0,c
1043,3,0,0,c
1063,3,0,0,c
1066,3,0,0,c
1068,3,0,0,c
1094,3,0,0,c
1097,3,0,0,c
1100,3,0,0,c
1127,3,0,0,c
1145,3,0,0,c
1151,3,0,0,c
1159,3,0,0,c
1193,3,0,0,c
1208,3,0,0,c
1233,3,0,0,c
1246,3,0,0,c
1281,3,0,0,c
1294,3,0,0,c
1397,3,0,0,c
1484,3,0,0,c
1489,3,0,0,c
7070,3,0,0,c
7115,2,1,0,c
7189,3,0,0,c
7193,3,0,0,c
7200,3,0,0,c
7205,3,0,0,c
7206,3,0,0,c
7269,3,0,0,c
7302,3,0,0,c
7394,3,0,0,c
7417,3,0,0,c
7418,3,0,0,c
7448,3,0,0,c
7467,3,0,0,c
7468,3,0,0,c
7481,3,0,0,c
7517,3,0,0,c
7519,3,0,0,c
7520,3,0,0,c
7523,3,0,0,c
7591,3,0,0,c
7607,3,0,0,c
7631,3,0,0,c
7652,3,0,0,c
7659,3,0,0,c
7687,3,0,0,c
7827,3,0,0,c
7828,3,0,0,c
7845,3,0,0,c
7846,3,0,0,c
7847,3,0,0,c
7848,3,0,0,c
7924,3,0,0,c
7976,3,0,0,c
7980,3,0,0,c
8006,3,0,0,c
8056,3,0,0,c
8102,3,0,0,c
8128,3,0,0,c
8173,3,0,0,c
8188,3,0,0,c
8195,3,0,0,c
8205,3,0,0,c
8207,3,0,0,c
8240,3,0,0,c
12702,3,0,0,c
473,2,1,0,c
474,0,3,0,w
548,2,1,0,c
553,0,3,0,w
555,0,3,0,w
559,0,3,0,w
612,0,3,0,w
644,1,2,0,w
661,1,2,0,w
678,0,3,0,w
689,0,3,0,w
876,0,3,0,w
1324,2,1,0,c
7438,1,2,0,w
7489,0,3,0,w
