qid,prediction,gt_label
WebQTest-31,Abstain,[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Adoration of the Magi', 'Portrait of a Musician', 'The Battle of Anghiari', 'Madonna of the Yarnwinder', 'The Last Supper', 'The Virgin and Child with St Anne and St John the Baptist', 'Sala delle Asse', 'La belle ferronnière', 'Madonna of Laroque', ""Ginevra de' Benci"", 'Mona Lisa', 'St. John the Baptist', 'Drapery for a Seated Figure', 'Portrait of a Young Fiancée', 'Bacchus', 'Benois Madonna', 'The Baptism of Christ', 'Salvator Mundi', ""Portrait of Isabella d'Este"", 'The Virgin and Child with St. Anne', 'Head of a Woman', 'Madonna of the Carnation', 'Portrait of a man in red chalk', 'Vitruvian Man', 'Annunciation', 'Horse and Rider', 'Medusa', 'Lady with an Ermine', 'The Holy Infants Embracing', 'Madonna and Child with St Joseph', 'Virgin of the Rocks', ""Leonardo's horse"", 'Madonna Litta', 'Lucan portrait of Leonardo da Vinci', 'Leda and the Swan', 'St. Jerome in the Wilderness']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Lithuania', 'Estonia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,Error,"['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Tesla coil', 'Alternating current', 'Induction motor', 'Three-phase electric power', 'Wireless telegraphy', 'Remote control', 'Neon lamp']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1983', '1966', '1970']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['Grand Theft Auto', 'Jay-Z: Made in America', 'Cocoon', 'Parenthood', 'Frost/Nixon', 'Cotton Candy', 'Gung Ho', 'The Da Vinci Code', 'Ransom', 'Presidential Reunion', 'The Paper', 'The Lost Symbol', 'Splash', 'Angels & Demons', 'Far and Away', 'Apollo 13', 'The Missing', 'In the Heart of the Sea', 'Night Shift', 'Backdraft', 'Willow', 'Inferno', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Rush', 'Cinderella Man', 'The Dark Tower', 'The Dilemma', 'A Beautiful Mind', 'EDtv']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Los Angeles Lakers', ""Duke Blue Devils men's basketball"", 'Chicago Bulls']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['United States of America', 'Washington', 'North America', 'Skamania County', 'Cascade Range']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,['Turkish Language'],"['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Iowa', 'South Dakota', 'Michigan', 'Illinois', 'Ohio', 'Missouri', 'Kansas', 'Indiana', 'Wisconsin', 'Minnesota', 'Nebraska', 'North Dakota']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Limonese Creole', 'Spanish Language', 'Bribri Language', 'Jamaican Creole English Language']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,Abstain,['University of Oklahoma']
WebQTest-509,"['Presidential system', 'Federal republic']","['Presidential system', 'Federal republic']"
WebQTest-532,Abstain,['Football']
WebQTest-559,"['Piano', 'Violin']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,['Carolina Panthers'],['Carolina Panthers']
WebQTest-635,"['Doug Remer', 'Kyle Broflovski', 'Taper Guy', 'Gerald Broflovski', 'Tweek Tweak', 'Former Columbine Student', 'Man toasting drinks at MCA outdoor bar', 'George Clooney', 'Kenny McCormick', 'Bill Gates', 'Chris', 'Hermaphrodite', 'Wizard of Oz', 'Ethan Hawke', 'Terrance Henry Stoot', 'Saddam Hussein', 'Danny Glover', 'Dave the Lighting Guy', 'Jimbo Kearn', 'James Humphries', 'Kyle / Kenny / Jesus', 'Terrance', 'Ticket Taker', 'Ichabod Jones/Carlos/Rom', 'Butters Stotch']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Lorraine Motel'],['Memphis']
WebQTest-680,"['Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid', 'Manchester City F.C.']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,Abstain,"['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,"['Manchester Cathedral', 'The Moon Under Water, Manchester', 'Manchester Art Gallery', 'Whitworth Art Gallery', 'Imperial War Museum North', 'Manchester Museum', 'Manchester Jewish Museum', 'Albert Hall, Manchester', 'Great Manchester Run', 'Urbis', 'Chinatown, Manchester', 'Wheel of Manchester', 'Old Trafford']","['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,"['Reading', 'Wyomissing']",['Reading']
WebQTest-857,"['Alabama', 'Georgia']","['Georgia', 'Alabama']"
WebQTest-881,"['Drumline: A New Beat', 'Bobby', ""Ball Don't Lie"", 'Day of the Dead', 'Whatever It Takes', 'Underclassman', 'Chiraq', 'A Very School Gyrls Holla-Day', 'American Son', ""Love Don't Cost a Thing"", 'Drumline', 'Monster House', 'The Killing Room', 'Goal II: Living the Dream', 'Men in Black II', 'The Adventures of Brer Rabbit', 'Garfield: The Movie', 'Even Money', 'Weapons', 'Shall We Dance?', 'Roll Bounce']","['Chiraq', 'Garfield: The Movie', 'Even Money', 'American Son', 'Men in Black II', 'Shall We Dance?', ""Ball Don't Lie"", 'The Killing Room', 'Weapons', 'Underclassman', 'Roll Bounce', 'Monster House', 'Goal II: Living the Dream', 'Drumline', 'Bobby', ""Love Don't Cost a Thing"", 'Day of the Dead', 'Whatever It Takes', 'The Adventures of Brer Rabbit', 'A Very School Gyrls Holla-Day', 'Drumline: A New Beat']"
WebQTest-903,Abstain,"['Belgium', 'Bulgaria', 'Bosnia and Herzegovina', 'Northern Cyprus', 'Turkey', 'Germany', 'Kazakhstan', 'Republic of Kosovo', 'Netherlands', 'Norway', 'Syria', 'United Kingdom', 'United States of America', 'Iraq', 'Canada', 'Sweden', 'France', 'Algeria', 'Austria', 'Azerbaijan', 'Kyrgyzstan', 'Denmark']"
WebQTest-929,"['John C. Lester', 'J. Calvin Jones', 'Frank O. McCord', 'John B. Kennedy', 'James R. Crowe', 'Richard R. Reed']","['John C. Lester', 'John B. Kennedy', 'James R. Crowe', 'Frank O. McCord', 'Richard R. Reed', 'J. Calvin Jones']"
WebQTest-957,"['Sioux language', 'French', 'English Language']","['English Language', 'Sioux language', 'French']"
WebQTest-979,['Barbadian dollar'],['Barbadian dollar']
WebQTest-1002,"['Michael Gambon', 'Richard Harris', 'Dane Farwell', 'Toby Regbo']","['Richard Harris', 'Michael Gambon', 'Toby Regbo', 'Dane Farwell']"
WebQTest-1028,"['Dalton Abbott', 'Michael Edwards', 'Christian Bale', 'Edward Furlong', 'Nick Stahl']","['Christian Bale', 'Edward Furlong', 'Michael Edwards', 'Nick Stahl', 'Dalton Abbott']"
WebQTest-1050,Error,['Meg Griffin']
WebQTest-1077,['Russian Language'],"['Osetin Language', 'Chechen Language', 'Tatar Language', 'Azerbaijani language', 'Abaza Language', 'Mari language', 'Bashkir Language', 'Avar Language', 'Aghul language', 'Tsakhur Language', 'Tuvin Language', 'Moksha Language', 'Erzya Language', 'Kalmyk-Oirat Language', 'Kabardian Language', 'Adyghe Language', 'Rutul language', 'Lezgi Language', 'Ingush Language', 'Altai language', 'Crimean Turkish Language', 'Nogai Language', 'Dargwa Language', 'Komi language', 'Udmurt Language', 'Kumyk Language', 'Karachay-Balkar Language', 'Buryat language', 'Yakut Language', 'Russian Language', 'Tabassaran Language', 'Yiddish Language', 'Lak Language', 'Khakas Language', 'Ukrainian Language']"
WebQTest-1099,Abstain,['Brazil national football team']
WebQTest-1121,"['United we stand, divided we fall']","['United we stand, divided we fall']"
WebQTest-1149,"['2009-04-23-08:00', '2010-07-10-08:00']",[None]
WebQTest-1177,['Chula Vista High School'],['Chula Vista High School']
WebQTest-1204,['Four Corners'],['Four Corners']
WebQTest-1230,"['Christchurch Arts Centre', 'International Antarctic Centre', 'Christchurch Botanic Gardens', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'TranzAlpine', 'Canterbury Museum, Christchurch', 'Air Force Museum of New Zealand', 'Lyttelton Timeball Station']","['International Antarctic Centre', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'Canterbury Museum, Christchurch', 'TranzAlpine', 'Lyttelton Timeball Station']"
WebQTest-1252,Abstain,['Miranda Otto']
WebQTest-1275,['Actor'],['Actor']
WebQTest-1300,['London'],['Fulham']
WebQTest-1323,"['Atlanta History Center', 'Underground Atlanta', 'Atlanta Jewish Film Festival', 'Omni Coliseum', 'Atlanta Marriott Marquis', 'Atlanta Symphony Orchestra', 'Zoo Atlanta', 'World of Coca-Cola', 'Six Flags Over Georgia', 'Jimmy Carter Library and Museum', 'Fernbank Museum of Natural History', 'Philips Arena', 'Fox Theatre', 'Georgia World Congress Center', 'Georgia Dome', 'Six Flags White Water', 'Variety Playhouse', 'Hyatt Regency Atlanta', 'Turner Field', 'Georgia State Capitol', 'Georgia Aquarium', 'Arbor Place Mall', 'Martin Luther King, Jr. National Historic Site', 'Cobb Energy Performing Arts Centre', 'Centennial Olympic Park', 'Atlanta Cyclorama & Civil War Museum', 'CNN Center', 'Fernbank Science Center', 'Woodruff Arts Center', 'Atlanta Ballet', 'Four Seasons Hotel Atlanta', 'Center for Puppetry Arts', 'Masquerade', 'The Tabernacle', 'Margaret Mitchell House & Museum', 'Peachtree Road Race']","['Atlanta Symphony Orchestra', 'Turner Field', 'Cobb Energy Performing Arts Centre', 'Four Seasons Hotel Atlanta', 'Underground Atlanta', 'Atlanta Marriott Marquis', 'Georgia World Congress Center', 'The Tabernacle', 'Peachtree Road Race', 'Georgia Aquarium', 'Georgia Dome', 'Philips Arena', 'Omni Coliseum', 'Hyatt Regency Atlanta', 'Centennial Olympic Park', 'Zoo Atlanta', 'Six Flags Over Georgia', 'Six Flags White Water', 'Atlanta Cyclorama & Civil War Museum', 'Georgia State Capitol', 'World of Coca-Cola', 'CNN Center', 'Fernbank Science Center', 'Fernbank Museum of Natural History', 'Fox Theatre', 'Woodruff Arts Center', 'Margaret Mitchell House & Museum', 'Martin Luther King, Jr. National Historic Site', 'Atlanta History Center', 'Variety Playhouse', 'Jimmy Carter Library and Museum', 'Masquerade', 'Arbor Place Mall', 'Atlanta Ballet', 'Center for Puppetry Arts', 'Atlanta Jewish Film Festival']"
WebQTest-1344,Abstain,['Missouri']
WebQTest-1370,['Paris'],['Paris']
WebQTest-1396,['Sebastian Shaw'],"['Sebastian Shaw', 'David Prowse', 'James Earl Jones']"
WebQTest-1426,"['Utrecht', 'Morocco', 'Netherlands']",['Utrecht']
WebQTest-1455,['Brasília'],['Brasília']
WebQTest-1479,['Golfer'],['Golfer']
WebQTest-1503,['New York City'],['New York City']
WebQTest-1531,"['West Africa', 'Africa']",['Africa']
WebQTest-1555,Abstain,[None]
WebQTest-1575,"['Chromecast', 'Google Earth', 'Google Glass', 'Nexus Q', 'Google Buzz', 'Google Maps', 'Nexus 7', 'Nexus One', 'Apache Wave', 'Google Docs, Sheets, and Slides', 'Google Drive', 'Nexus S', 'Nexus 10', 'Google Classroom']","['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']"
