qid,prediction,gt_label
WebQTest-31,['Dunblane'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Portrait of a Young Fiancée', 'Sala delle Asse', 'Madonna of the Yarnwinder', 'The Last Supper', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Lady with an Ermine', 'Vitruvian Man', ""Leonardo's horse"", 'The Battle of Anghiari', 'Leda and the Swan', 'Portrait of a man in red chalk', 'Madonna and Child with St Joseph', 'Bacchus', 'Salvator Mundi', 'Mona Lisa', 'Portrait of a Musician', 'Virgin of the Rocks', 'Annunciation', 'Madonna Litta', 'Head of a Woman', 'Lucan portrait of Leonardo da Vinci', 'St. John the Baptist', 'Virgin of the Rocks', 'The Virgin and Child with St Anne and St John the Baptist', 'The Baptism of Christ', 'St. Jerome in the Wilderness', ""Ginevra de' Benci"", 'Drapery for a Seated Figure', 'Adoration of the Magi', 'La belle ferronnière', 'Madonna of Laroque', 'Medusa', 'The Holy Infants Embracing', ""Portrait of Isabella d'Este"", 'Horse and Rider', 'Madonna of the Carnation']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,"['Salamanca', 'Spain']",['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Estonia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Rickenbacker 360/12', 'Fender Stratocaster']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Three-phase electric power', 'Tesla coil', 'Wireless telegraphy', 'Neon lamp', 'Remote control', 'Alternating current', 'Induction motor']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1966 World Series', '1970 World Series', '1983 World Series']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['The Dark Tower', 'Willow', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Night Shift', 'The Lost Symbol', 'Presidential Reunion', 'Grand Theft Auto', 'Cocoon', 'Angels & Demons', 'EDtv', 'Gung Ho', 'Far and Away', 'Frost/Nixon', 'Parenthood', 'Inferno', 'Jay-Z: Made in America', 'Rush', 'Apollo 13', 'The Missing', 'The Paper', 'In the Heart of the Sea', 'Cinderella Man', 'Backdraft', 'Splash', 'Ransom', 'Cotton Candy', 'The Dilemma', 'A Beautiful Mind', 'The Da Vinci Code']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Duke Blue Devils men's basketball', 'Chicago Bulls', 'Los Angeles Lakers']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['46.19120025634765625', '-122.19439697265625', 'Skamania County', 'Washington']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,"['Turkish Language', 'Ladino Language', 'Zaza language', 'Arabic Language', 'Kurdish languages']","['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Ohio', 'Kansas', 'Wisconsin', 'Nebraska', 'South Dakota', 'Michigan', 'Iowa', 'Minnesota', 'Illinois', 'Indiana', 'North Dakota', 'Missouri']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Bribri Language', 'Spanish Language', 'Jamaican Creole English Language', 'Limonese Creole']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['University of Oklahoma'],['University of Oklahoma']
WebQTest-509,"['Federal republic', 'Presidential system']","['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Piano', 'Violin']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,['Carolina Panthers'],['Carolina Panthers']
WebQTest-635,"['Stan Marsh', 'Mr. Garrison', 'Eric Cartman', 'Kyle Broflovski', 'Token Black', 'Ms. Cartman', 'Fosse McDonald', 'Gerald and Sheila Broflovski', 'Chef', 'Principal Victoria', 'Kenny McCormick', 'Sharon Marsh', 'Butters Stotch', 'Unknown Female Character', 'Unknown Character 1', 'Unknown Character 2']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['National Civil Rights Museum'],['Memphis']
WebQTest-680,"['Atlético Madrid', 'Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Film Producer', 'Adventurer', 'Scientist', 'Ethnographer', 'Cinematographer', 'Film director', 'Vestfold']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,"['Manchester Museum', 'Imperial War Museum North', 'Manchester Art Gallery']","['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,"['Reading, Pennsylvania, United States of America']",['Reading']
WebQTest-857,"['Alabama', 'Georgia']","['Georgia', 'Alabama']"
