qid,prediction,gt_label
WebQTest-31,['Schiller International University'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"[""St. John the Baptist"", ""Adoration of the Magi"", ""The Baptism of Christ"", ""Vitruvian Man"", ""Salvator Mundi"", ""Horse and Rider"", ""St. Jerome in the Wilderness"", ""Virgin of the Rocks"", ""The Virgin and Child with St. Anne"", ""The Last Supper"", ""Madonna of the Carnation"", ""Lady with an Ermine"", ""Ginevra de' Benci"", ""Portrait of a Young Fiancée"", ""Portrait of Isabella d'Este"", ""Mona Lisa"", ""La belle ferronnière"", ""Sala delle Asse"", ""Drapery for a Seated Figure"", ""Portrait of a man in red chalk"", ""Annunciation"", ""Leda and the Swan"", ""The Battle of Anghiari"", ""The Virgin and Child with St Anne and St John the Baptist"", ""Portrait of a Musician"", ""Leonardo's horse"", ""Medusa"", ""The Holy Infants Embracing"", ""Lucan portrait of Leonardo da Vinci"", ""Benois Madonna"", ""Madonna and Child with St Joseph"", ""Bacchus"", ""Madonna of the Yarnwinder""]","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Lithuania', 'Estonia', 'Latvia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"[""Three-phase electric power"", ""Neon lamp"", ""Wireless telegraphy"", ""Induction motor"", ""Alternating current"", ""Remote control"", ""Tesla coil""]","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"[""1983 World Series"", ""1966 World Series"", ""1970 World Series""]","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['Far and Away', 'The Dilemma', 'The Paper', 'Gung Ho', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Inferno', 'Cotton Candy', 'Splash', 'EDtv', 'Angels & Demons', 'Frost/Nixon', 'A Beautiful Mind', 'The Lost Symbol', 'Ransom', 'Presidential Reunion', 'Parenthood', 'The Da Vinci Code', 'The Dark Tower', 'Backdraft', 'Rush', 'Apollo 13', 'Willow', 'Jay-Z: Made in America', 'Grand Theft Auto', 'Night Shift', 'Cinderella Man', 'In the Heart of the Sea', 'The Missing', 'Cocoon']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"[""Los Angeles Lakers"", ""Duke Blue Devils men's basketball"", ""Chicago Bulls""]","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Mount St. Helens is located in Washington, USA']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,['Turkish Language'],"['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Illinois', 'Indiana', 'Wisconsin', 'Minnesota', 'Ohio', 'South Dakota', 'North Dakota', 'Missouri', 'Kansas', 'Iowa', 'Michigan', 'Nebraska']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"[""Bribri Language"", ""Limonese Creole"", ""Spanish Language"", ""Jamaican Creole English Language""]","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['University of Oklahoma'],['University of Oklahoma']
WebQTest-509,Abstain,"['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Violin', 'Piano']","['Piano', 'Violin']"
WebQTest-585,"['Earl Marshal', 'England']",['England']
WebQTest-612,['Carolina Panthers'],['Carolina Panthers']
WebQTest-635,"[""Principal Victoria"", ""Bebe Stevens"", ""Sharon Marsh"", ""Ms. Cartman"", ""Fosse McDonald"", ""Jimbo Kearn"", ""Token Black"", ""Chef"", ""Eric Cartman"", ""Kyle Broflovski"", ""Kenny McCormick"", ""Gerald and Sheila Broflovski"", ""Mr. Garrison"", ""Butters Stotch"", ""Stan Marsh"", ""Orgazmo"", ""Team America: World Police"", ""South Park: Bigger, Longer & Uncut"", ""Your Studio and You"", ""The Book of Mormon""]","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Lorraine Motel'],['Memphis']
WebQTest-680,"[""Argentina national football team"", ""Atlético Madrid"", ""Manchester City F.C."", ""Club Atlético Independiente""]","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,Abstain,"['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,Error,"['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,['Reading'],['Reading']
WebQTest-857,"['Georgia', 'Alabama']","['Georgia', 'Alabama']"
WebQTest-881,"[""The Adventures of Brer Rabbit"", ""Goal II: Living the Dream"", ""Even Money"", ""Weapons"", ""The Killing Room"", ""Day of the Dead"", ""Chiraq"", ""Drumline"", ""Love Don't Cost a Thing"", ""Shall We Dance?"", ""Roll Bounce"", ""Garfield: The Movie"", ""Men in Black II"", ""Underclassman"", ""Monster House"", ""American Son"", ""A Very School Gyrls Holla-Day"", ""Ball Don't Lie"", ""Whatever It Takes"", ""Bobby"", ""Drumline: A New Beat""]","['Chiraq', 'Garfield: The Movie', 'Even Money', 'American Son', 'Men in Black II', 'Shall We Dance?', ""Ball Don't Lie"", 'The Killing Room', 'Weapons', 'Underclassman', 'Roll Bounce', 'Monster House', 'Goal II: Living the Dream', 'Drumline', 'Bobby', ""Love Don't Cost a Thing"", 'Day of the Dead', 'Whatever It Takes', 'The Adventures of Brer Rabbit', 'A Very School Gyrls Holla-Day', 'Drumline: A New Beat']"
WebQTest-903,['Turkey'],"['Belgium', 'Bulgaria', 'Bosnia and Herzegovina', 'Northern Cyprus', 'Turkey', 'Germany', 'Kazakhstan', 'Republic of Kosovo', 'Netherlands', 'Norway', 'Syria', 'United Kingdom', 'United States of America', 'Iraq', 'Canada', 'Sweden', 'France', 'Algeria', 'Austria', 'Azerbaijan', 'Kyrgyzstan', 'Denmark']"
WebQTest-929,"[""Richard R. Reed"", ""Frank O. McCord"", ""J. Calvin Jones"", ""James R. Crowe"", ""John C. Lester"", ""John B. Kennedy""]","['John C. Lester', 'John B. Kennedy', 'James R. Crowe', 'Frank O. McCord', 'Richard R. Reed', 'J. Calvin Jones']"
WebQTest-957,"[""English Language"", ""Sioux language"", ""French""]","['English Language', 'Sioux language', 'French']"
WebQTest-979,['Barbadian dollar'],['Barbadian dollar']
WebQTest-1002,"[""Richard Harris"", ""Michael Gambon"", ""Toby Regbo"", ""Dane Farwell""]","['Richard Harris', 'Michael Gambon', 'Toby Regbo', 'Dane Farwell']"
WebQTest-1028,"[""Edward Furlong"", ""Dalton Abbott"", ""Nick Stahl"", ""Michael Edwards"", ""Christian Bale""]","['Christian Bale', 'Edward Furlong', 'Michael Edwards', 'Nick Stahl', 'Dalton Abbott']"
WebQTest-1050,['Meg Griffin'],['Meg Griffin']
WebQTest-1077,['Russian Language'],"['Osetin Language', 'Chechen Language', 'Tatar Language', 'Azerbaijani language', 'Abaza Language', 'Mari language', 'Bashkir Language', 'Avar Language', 'Aghul language', 'Tsakhur Language', 'Tuvin Language', 'Moksha Language', 'Erzya Language', 'Kalmyk-Oirat Language', 'Kabardian Language', 'Adyghe Language', 'Rutul language', 'Lezgi Language', 'Ingush Language', 'Altai language', 'Crimean Turkish Language', 'Nogai Language', 'Dargwa Language', 'Komi language', 'Udmurt Language', 'Kumyk Language', 'Karachay-Balkar Language', 'Buryat language', 'Yakut Language', 'Russian Language', 'Tabassaran Language', 'Yiddish Language', 'Lak Language', 'Khakas Language', 'Ukrainian Language']"
WebQTest-1099,['Brazil'],['Brazil national football team']
WebQTest-1121,"[""United we stand, divided we fall""]","['United we stand, divided we fall']"
WebQTest-1149,"['2009-04-23', '2010-07-10']",[None]
WebQTest-1177,['Chula Vista High School'],['Chula Vista High School']
WebQTest-1204,['Four Corners'],['Four Corners']
WebQTest-1230,"['Lyttelton Timeball Station', 'International Antarctic Centre', 'Canterbury Museum, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Ferrymead Heritage Park', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'TranzAlpine', 'Cathedral Square, Christchurch']","['International Antarctic Centre', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'Canterbury Museum, Christchurch', 'TranzAlpine', 'Lyttelton Timeball Station']"
WebQTest-1252,['Éowyn'],['Miranda Otto']
WebQTest-1275,['Actor'],['Actor']
WebQTest-1300,['Fulham'],['Fulham']
