qid,prediction,gt_label
WebQTest-31,['Glasgow'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Medusa', 'Lady with an Ermine', 'g.121wt37c', 'Virgin of the Rocks', 'Annunciation', 'St. Jerome in the Wilderness', 'Head of a Woman', 'g.1224tf0c', 'Madonna of the Carnation', 'Madonna of the Yarnwinder', 'Vitruvian Man', 'Benois Madonna', 'Leda and the Swan', 'Portrait of a man in red chalk', 'Salvator Mundi', 'g.1213jb_b', 'St. John the Baptist', 'g.1239jd9p', 'Virgin of the Rocks', 'The Holy Infants Embracing', 'Drapery for a Seated Figure', 'Madonna Litta', 'The Baptism of Christ', 'Portrait of a Young Fiancée', ""Portrait of Isabella d'Este"", 'Bacchus', 'Horse and Rider', 'Adoration of the Magi', 'La belle ferronnière', 'Sala delle Asse', 'g.121yh91r', 'The Battle of Anghiari', 'g.1219sb0g', 'The Virgin and Child with St. Anne', 'Lucan portrait of Leonardo da Vinci', ""Leonardo's horse"", 'The Virgin and Child with St Anne and St John the Baptist', 'g.12215rxg', 'Madonna of Laroque', 'Mona Lisa', ""Ginevra de' Benci"", 'g.12314dm1', 'g.120vt1gz', 'Madonna and Child with St Joseph', 'Portrait of a Musician', 'The Last Supper']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Lithuania', 'Estonia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Wireless telegraphy', 'Remote control', 'Induction motor', 'Neon lamp', 'Alternating current', 'Three-phase electric power', 'Tesla coil']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1966 World Series', '1983 World Series', '1970 World Series']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['Presidential Reunion', 'Apollo 13', 'Cinderella Man', 'Cocoon', 'Angels & Demons', 'Ransom', 'EDtv', 'Far and Away', 'Splash', 'A Beautiful Mind', 'Willow', 'Inferno', 'Frost/Nixon', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Parenthood', 'Cotton Candy', 'Grand Theft Auto', 'In the Heart of the Sea', 'The Dark Tower', 'The Lost Symbol', 'Rush', 'Gung Ho', 'Jay-Z: Made in America', 'The Paper', 'The Dilemma', 'Backdraft', 'The Missing', 'The Da Vinci Code', 'Night Shift']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"[""Duke Blue Devils men's basketball"", ""Chicago Bulls"", ""Los Angeles Lakers""]","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Washington, United States']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,['Turkish Language'],"['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Ohio', 'Indiana', 'North Dakota', 'Wisconsin', 'South Dakota', 'Illinois', 'Iowa', 'Minnesota', 'Missouri', 'Michigan', 'Nebraska', 'Kansas']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Spanish Language', 'Jamaican Creole English Language', 'Bribri Language', 'Limonese Creole']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['Oklahoma Sooners'],['University of Oklahoma']
WebQTest-509,"['Presidential system', 'Federal republic']","['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Violin', 'Piano']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,"['Miami Hurricanes football', 'New York Giants', 'New Orleans Saints', 'Carolina Panthers']",['Carolina Panthers']
WebQTest-635,"['Ticket Taker', 'Jimbo Kearn', 'Bill Gates', 'Taper Guy', 'James Humphries', 'George Clooney', 'Chris', 'Saddam Hussein', 'Terrance Henry Stoot', 'Ethan Hawke', 'Hermaphrodite', 'Man toasting drinks at MCA outdoor bar', 'Doug Remer', 'Kenny McCormick', 'Wizard of Oz', 'Former Columbine Student', 'Danny Glover', 'Kyle / Kenny / Jesus', 'Gerald Broflovski', 'Kyle Broflovski', 'Dave the Lighting Guy']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Lorraine Motel'],['Memphis']
WebQTest-680,"['Atlético Madrid', 'Manchester City F.C.', 'Club Atlético Independiente', 'Argentina national football team']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Academic', 'Scientist', 'Adventurer', 'Cinematographer', 'Film director', 'Ethnographer', 'Film Producer']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,Abstain,"['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,['Reading'],['Reading']
WebQTest-857,"['Tennessee', 'South Carolina', 'Alabama', 'North Carolina', 'Mississippi']","['Georgia', 'Alabama']"
WebQTest-881,"['Goal II: Living the Dream', 'Whatever It Takes', 'Bobby', 'Monster House', ""Love Don't Cost a Thing"", 'Shall We Dance?', 'American Son', 'Men in Black II', 'Day of the Dead', 'The Killing Room', 'Chiraq', 'Underclassman', 'Garfield: The Movie', 'Drumline: A New Beat', 'Drumline', 'Roll Bounce', 'Weapons', ""Ball Don't Lie"", 'A Very School Gyrls Holla-Day', 'Even Money', 'The Adventures of Brer Rabbit']","['Chiraq', 'Garfield: The Movie', 'Even Money', 'American Son', 'Men in Black II', 'Shall We Dance?', ""Ball Don't Lie"", 'The Killing Room', 'Weapons', 'Underclassman', 'Roll Bounce', 'Monster House', 'Goal II: Living the Dream', 'Drumline', 'Bobby', ""Love Don't Cost a Thing"", 'Day of the Dead', 'Whatever It Takes', 'The Adventures of Brer Rabbit', 'A Very School Gyrls Holla-Day', 'Drumline: A New Beat']"
WebQTest-903,['Turkey'],"['Belgium', 'Bulgaria', 'Bosnia and Herzegovina', 'Northern Cyprus', 'Turkey', 'Germany', 'Kazakhstan', 'Republic of Kosovo', 'Netherlands', 'Norway', 'Syria', 'United Kingdom', 'United States of America', 'Iraq', 'Canada', 'Sweden', 'France', 'Algeria', 'Austria', 'Azerbaijan', 'Kyrgyzstan', 'Denmark']"
WebQTest-929,"['John C. Lester', 'John B. Kennedy', 'James R. Crowe', 'J. Calvin Jones', 'Richard R. Reed', 'Frank O. McCord']","['John C. Lester', 'John B. Kennedy', 'James R. Crowe', 'Frank O. McCord', 'Richard R. Reed', 'J. Calvin Jones']"
WebQTest-957,['Sioux language'],"['English Language', 'Sioux language', 'French']"
WebQTest-979,['Barbadian dollar'],['Barbadian dollar']
WebQTest-1002,"['Michael Gambon', 'Dane Farwell', 'Richard Harris', 'Toby Regbo']","['Richard Harris', 'Michael Gambon', 'Toby Regbo', 'Dane Farwell']"
WebQTest-1028,"['Dalton Abbott', 'Edward Furlong', 'Christian Bale', 'Michael Edwards', 'Nick Stahl']","['Christian Bale', 'Edward Furlong', 'Michael Edwards', 'Nick Stahl', 'Dalton Abbott']"
WebQTest-1050,['Mila Kunis'],['Meg Griffin']
WebQTest-1077,['Russian Language'],"['Osetin Language', 'Chechen Language', 'Tatar Language', 'Azerbaijani language', 'Abaza Language', 'Mari language', 'Bashkir Language', 'Avar Language', 'Aghul language', 'Tsakhur Language', 'Tuvin Language', 'Moksha Language', 'Erzya Language', 'Kalmyk-Oirat Language', 'Kabardian Language', 'Adyghe Language', 'Rutul language', 'Lezgi Language', 'Ingush Language', 'Altai language', 'Crimean Turkish Language', 'Nogai Language', 'Dargwa Language', 'Komi language', 'Udmurt Language', 'Kumyk Language', 'Karachay-Balkar Language', 'Buryat language', 'Yakut Language', 'Russian Language', 'Tabassaran Language', 'Yiddish Language', 'Lak Language', 'Khakas Language', 'Ukrainian Language']"
WebQTest-1099,"['Brazil', 'London', 'Paris', 'Lisbon', 'Salvador']",['Brazil national football team']
WebQTest-1121,"['United we stand, divided we fall']","['United we stand, divided we fall']"
WebQTest-1149,"['2009-04-23', '2010-07-10']",[None]
WebQTest-1177,['Chula Vista High School'],['Chula Vista High School']
WebQTest-1204,['Four Corners'],['Four Corners']
WebQTest-1230,"['Ferrymead Heritage Park', 'International Antarctic Centre', 'Air Force Museum of New Zealand', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Arts Centre', 'Lyttelton Timeball Station', 'Christchurch Botanic Gardens', 'Cathedral Square, Christchurch', 'Canterbury Museum, Christchurch', 'TranzAlpine']","['International Antarctic Centre', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'Canterbury Museum, Christchurch', 'TranzAlpine', 'Lyttelton Timeball Station']"
WebQTest-1252,['Éowyn'],['Miranda Otto']
WebQTest-1275,['Actor'],['Actor']
WebQTest-1300,['London'],['Fulham']
