qid,correct,wrong,prediction,gt_label
20,0,0,Abstain,"['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,1.0,0,"['todd_field', 'rob_epstein', 'jeffrey_friedman', 'hal_hartley']","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,1.0,0,"['1958', '1956']","['1956', '1958']"
80,1.0,0,"['françois_girard', 'fernando_meirelles', 'john_maybury']","['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.9999999999999998,0,"['1986', '2001', '2003', '2007', '2006', '1999', '2005', '2011', '2000', '2002', '2008', '2009', '2004']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,1.0,0,"['comedy', 'action', 'horror', 'drama']","['Action', 'Drama', 'Horror', 'Comedy']"
140,0.02040816326530612,0,['mel_gibson'],"['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,0,0.41666666666666663,Error,"['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,1.0,0,"['1954', '1955']","['1955', '1954']"
200,0.9999999999999999,0,"['terence_stamp', 'brigitte_bardot', 'vincent_spano', 'rebecca_de_mornay', 'alain_delon', 'jane_fonda']","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
220,0.9999999999999999,0,"['thriller', 'drama', 'crime', 'adventure', 'action', 'horror']","['Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
240,0,0.41666666666666663,Error,"['Mystery', 'Romance', 'Horror', 'Crime', 'Drama', 'Fantasy', 'Western', 'Action', 'Comedy', 'War', 'Thriller', 'Adventure']"
260,0.9999999999999998,0,"['martin_milner', 'herbert_lom', 'marlon_wayans', 'joan_greenwood', 'tom_hanks', 'tony_curtis', 'claudia_cardinale', 'burt_lancaster', 'susan_harrison', 'irma_p._hall', 'cecil_parker', 'alec_guinness', 'peter_sellers']","['Marlon Wayans', 'Herbert Lom', 'Joan Greenwood', 'Cecil Parker', 'Tom Hanks', 'Claudia Cardinale', 'Susan Harrison', 'Irma P. Hall', 'Burt Lancaster', 'Peter Sellers', 'Alec Guinness', 'Tony Curtis', 'Martin Milner']"
280,1.0,0,['chris_rock'],['Chris Rock']
300,0.9999999999999998,0,"['ellen_page', 'hugh_dillon', 'bruce_mcdonald', 'bernie_coulson', 'callum_keith_rennie', 'georgina_reilly', 'greg_calderone']","['Ellen Page', 'Bernie Coulson', 'Bruce McDonald', 'Greg Calderone', 'Callum Keith Rennie', 'Hugh Dillon', 'Georgina Reilly']"
320,0.6666666666666666,0,"['maria_sole_tognazzi', 'silvio_soldini']","['Maria Sole Tognazzi', 'Silvio Soldini', 'Carlo Verdone']"
340,0,0.21739130434782608,Error,"['Leslie Bricusse', 'Neville Smith', 'Will Gluck', 'Whitley Strieber', 'Michael Wadleigh', 'Shane Connaughton', 'Thomas Meehan', 'Kelly Masterson', 'Malcolm Lowry', 'Guy Gallo', 'Josephine Humphreys', 'Ronald Harwood', 'Terence Rattigan', 'Carol Sobieski', 'John August', 'Harold Gray', 'Peter Mayle', 'Alan Sillitoe', 'Michael Crichton', 'Bo Goldman', 'Charles Dickens', 'Frederic Raphael', 'Daniel Wallace']"
360,0.9999999999999998,0,"['drama', 'crime', 'mystery', 'adventure', 'music', 'comedy', 'biography']","['Mystery', 'Crime', 'Drama', 'Music', 'Adventure', 'Comedy', 'Biography']"
380,0,0,Abstain,"['2010', '2004']"
400,0,0.20833333333333331,Error,"['1986', '1987', '1984', '1985', '1982', '1983', '1989', '2011', '1953', '1991', '1992', '1994', '1997', '1996', '1999', '1973', '1971', '2002', '1977', '2000', '2006', '2007', '2004', '2009']"
420,0.8333333333333334,0,"['1955', '2003', '2013', '2007', '1994', '2000', '2008', '2009', '1998', '2004']","['1994', '1998', '1955', '2003', '2000', '2001', '2006', '2007', '2004', '2008', '2009', '2013']"
440,1.0,0,"['1981', '2001', '1936', '1977', '1972', '2007', '2006', '1979', '1999', '1920', '1991', '1983', '2002', '2009', '1992', '1960', '1995']","['1991', '1920', '1992', '1995', '1983', '1979', '1981', '1977', '1960', '1972', '2002', '1999', '2001', '2006', '2007', '2009', '1936']"
460,0.9999999999999999,0,"['thomas_ian_nicholas', 'nicholas_hoult', 'chris_klein', 'alyson_hannigan', 'hugh_grant', 'jason_biggs']","['Chris Klein', 'Hugh Grant', 'Nicholas Hoult', 'Jason Biggs', 'Alyson Hannigan', 'Thomas Ian Nicholas']"
480,1.0,0,"['crime', 'action', 'drama']","['Action', 'Drama', 'Crime']"
500,0,0.38461538461538464,Error,"['Don Mankiewicz', 'Thomas T. Flynn', 'Horace McCoy', 'Baynard Kendrick', 'Philip Yordan', 'Sinclair Lewis', 'David Dortort', 'Robert Buckner', 'Frank Burt', 'Claude Stanush', 'Richard Brooks', 'Alf Sjöberg', 'Pär Lagerkvist']"
520,0.9999999999999998,0,"['victor_fleming', 'emilio_fernández', 'john_ford', 'elia_kazan', 'lewis_milestone', 'gary_sinise', 'david_s._ward']","['Elia Kazan', 'David S. Ward', 'Gary Sinise', 'Victor Fleming', 'Emilio Fernández', 'Lewis Milestone', 'John Ford']"
540,1.0,0,"['documentary', 'comedy', 'action', 'western', 'horror']","['Action', 'Horror', 'Comedy', 'Documentary', 'Western']"
560,1.0,0,"['selma_blair', 'christopher_reeve', 'colm_feore', 'kim_cattrall', 'don_rickles', 'william_h._macy', 'robert_loggia', 'edward_kerr', 'joan_crawford', 'fred_macmurray', 'christian_slater', 'michael_sheen', 'david_morrissey', 'keke_palmer', 'ned_beatty', 'meg_ryan', 'billy_crudup']","['William H. Macy', 'Christopher Reeve', 'Michael Sheen', 'Joan Crawford', 'Colm Feore', 'Ned Beatty', 'Robert Loggia', 'Don Rickles', 'Edward Kerr', 'Meg Ryan', 'Selma Blair', 'David Morrissey', 'Keke Palmer', 'Fred MacMurray', 'Kim Cattrall', 'Billy Crudup', 'Christian Slater']"
580,1.0,0,"['2010', '1993']","['1993', '2010']"
600,0,1.0,Error,"['Drama', 'Action', 'Crime', 'War', 'History']"
620,0,0,Abstain,['2002']
640,0.8,0,"['comedy', 'biography', 'drama', 'horror']","['Drama', 'Romance', 'Horror', 'Comedy', 'Biography']"
660,0.9999999999999999,0,"['joseph_mcgrath', 'neil_armfield', 'christian_marquand', 'tony_richardson', 'robert_altman', 'dennis_hopper']","['Tony Richardson', 'Robert Altman', 'Neil Armfield', 'Dennis Hopper', 'Joseph McGrath', 'Christian Marquand']"
680,1.0,0,"['thriller', 'crime', 'drama', 'comedy', 'action']","['Action', 'Drama', 'Comedy', 'Thriller', 'Crime']"
700,0,0,Abstain,"['1986', '1948', '1992', '1982', '1994', '1979', '1999', '1965', '1974', '1967', '1971', '2002', '1988', '2005', '1976', '2011', '2010', '2013']"
720,1.0,0,['paolo_sorrentino'],['Paolo Sorrentino']
740,0,2.5,Error,"['French', 'Italian']"
760,0,0,Abstain,"['Susan Seidelman', 'Barbara Wilson', 'Barry Strugatz', 'Fay Weldon', 'David Cramer', 'Shelly Gitlow', 'Mark R. Burns']"
