3998,5,0,0,c
4000,5,0,0,c
4171,4,1,0,c
4367,5,0,0,c
4368,5,0,0,c
4501,4,1,0,c
4999,5,0,0,c
5052,3,1,1,c
5244,2,3,0,w
5273,4,0,1,c
5319,5,0,0,c
5325,5,0,0,c
5327,5,0,0,c
5385,5,0,0,c
5663,4,1,0,c
5740,1,4,0,w
5788,5,0,0,c
5825,5,0,0,c
5913,5,0,0,c
5944,5,0,0,c
5946,4,1,0,c
6378,4,1,0,c
6417,5,0,0,c
6432,3,2,0,c
6438,5,0,0,c
6563,3,2,0,c
6666,4,1,0,c
6697,3,0,2,c
6803,5,0,0,c
6811,2,3,0,w
6842,3,2,0,c
6857,5,0,0,c
6914,5,0,0,c
6985,3,2,0,c
6988,1,3,1,w
7062,5,0,0,c
10143,3,0,2,c
10206,5,0,0,c
11786,4,1,0,c
11869,5,0,0,c
11897,4,1,0,c
11962,5,0,0,c
11968,4,1,0,c
12733,2,0,3,a
12741,2,3,0,w
12799,5,0,0,c
12803,3,1,1,c
12817,3,2,0,c
12868,4,0,1,c
12895,5,0,0,c
12901,4,0,1,c
12924,4,0,1,c
12942,5,0,0,c
12972,5,0,0,c
4185,0,5,0,w
4510,0,2,3,a
4645,0,5,0,w
4939,0,4,1,w
5155,3,1,1,c
5156,0,5,0,w
5165,0,5,0,w
5341,3,2,0,c
5374,1,3,1,w
5422,1,4,0,w
5485,4,1,0,c
5540,2,1,2,a
5593,0,4,1,w
6360,1,4,0,w
6485,0,5,0,w
6514,4,1,0,c
6815,3,2,0,c
6848,2,3,0,w
6928,1,4,0,w
6960,1,4,0,w
6992,2,3,0,w
7055,2,3,0,w
10182,1,3,1,w
12784,1,2,2,a
12815,3,2,0,c
12892,4,1,0,c
12938,4,1,0,c
4891,0,0,5,a
4957,0,0,5,a
4971,3,0,2,c
5124,1,0,4,a
5186,0,0,5,a
5220,1,1,3,a
5251,0,1,4,a
5589,0,1,4,a
5924,1,0,4,a
6353,0,0,5,a
6434,1,0,4,a
6440,1,0,4,a
6761,0,1,4,a
6771,4,0,1,c
11925,3,1,1,c
12787,0,0,5,a
12807,0,2,3,a
12926,0,0,5,a
12989,2,1,2,a
