3998,3,0,0,c
4000,3,0,0,c
4171,2,1,0,c
4367,3,0,0,c
4368,3,0,0,c
4501,2,1,0,c
4999,3,0,0,c
5052,1,1,1,a
5244,1,2,0,w
5273,2,0,1,c
5319,3,0,0,c
5325,3,0,0,c
5327,3,0,0,c
5385,3,0,0,c
5663,3,0,0,c
5740,1,2,0,w
5788,3,0,0,c
5825,3,0,0,c
5913,3,0,0,c
5944,3,0,0,c
5946,3,0,0,c
6378,2,1,0,c
6417,3,0,0,c
6432,2,1,0,c
6438,3,0,0,c
6563,1,2,0,w
6666,2,1,0,c
6697,1,0,2,a
6803,3,0,0,c
6811,1,2,0,w
6842,2,1,0,c
6857,3,0,0,c
6914,3,0,0,c
6985,2,1,0,c
6988,1,2,0,w
7062,3,0,0,c
10143,2,0,1,c
10206,3,0,0,c
11786,3,0,0,c
11869,3,0,0,c
11897,3,0,0,c
11962,3,0,0,c
11968,3,0,0,c
12733,1,0,2,a
12741,1,2,0,w
12799,3,0,0,c
12803,2,1,0,c
12817,1,2,0,w
12868,3,0,0,c
12895,3,0,0,c
12901,2,0,1,c
12924,2,0,1,c
12942,3,0,0,c
12972,3,0,0,c
4185,0,3,0,w
4510,0,2,1,w
4645,0,3,0,w
4939,0,2,1,w
5155,2,1,0,c
5156,0,3,0,w
5165,0,3,0,w
5341,1,2,0,w
5374,1,2,0,w
5422,1,2,0,w
5485,2,1,0,c
5540,0,1,2,a
5593,0,2,1,w
6360,0,3,0,w
6485,0,3,0,w
6514,2,1,0,c
6815,2,1,0,c
6848,0,3,0,w
6928,0,3,0,w
6960,0,3,0,w
6992,0,3,0,w
7055,1,2,0,w
10182,0,2,1,w
12784,0,1,2,a
12815,2,1,0,c
12892,2,1,0,c
12938,2,1,0,c
4891,0,0,3,a
4957,0,0,3,a
4971,1,0,2,a
5124,0,0,3,a
5186,0,0,3,a
5220,1,0,2,a
5251,0,0,3,a
5589,0,0,3,a
5924,0,0,3,a
6353,0,0,3,a
6434,0,0,3,a
6440,1,0,2,a
6761,0,1,2,a
6771,2,0,1,c
11925,1,1,1,a
12787,0,0,3,a
12807,0,1,2,a
12926,0,0,3,a
12989,0,1,2,a
