qid,prediction,gt_label
WebQTest-31,['Glasgow'],[None]
WebQTest-54,['German Reich'],['Nazi Germany']
WebQTest-76,"['Vitruvian Man', 'Virgin of the Rocks', 'g.1213jb_b', 'Portrait of a Musician', 'Leda and the Swan', 'Sala delle Asse', 'Head of a Woman', 'Madonna and Child with St. Joseph', 'Drapery for a Seated Figure', 'Mona Lisa', 'Medusa', ""Ginevra de' Benci"", 'g.1239jd9p', 'g.12215rxg', 'The Last Supper', 'Lucan portrait of Leonardo da Vinci', 'The Baptism of Christ', ""Leonardo's horse"", 'Portrait of a man in red chalk', 'La belle ferronnière', 'Horse and Rider', 'Benois Madonna', 'Madonna Litta', 'Adoration of the Magi', 'The Virgin and Child with St. Anne and St John the Baptist', 'g.1224tf0c', 'The Holy Infants Embracing', 'Portrait of a Young Fiancée', 'g.121yh91r', 'g.12314dm1', 'St. John the Baptist', 'Madonna of Laroque', 'Madonna of the Yarnwinder', 'Salvator Mundi', 'Lady with an Ermine', 'g.121wt37c', 'The Virgin and Child with St. Anne', 'Bacchus', 'Annunciation', ""Portrait of Isabella d'Este"", 'Madonna of the Carnation', 'The Battle of Anghiari', 'g.1219sb0g', 'St. Jerome in the Wilderness', 'g.120vt1gz']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Lithuania', 'Estonia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Rickenbacker 360/12', 'Fender Stratocaster']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,Error,['Europe']
WebQTest-246,"['Induction motor', 'Three-phase electric power', 'Remote control', 'Tesla coil', 'Neon lamp', 'Wireless telegraphy', 'Alternating current']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
