qid,prediction,gt_label
WebQTest-31,['Dunblane'],[None]
WebQTest-54,['Germany'],['Nazi Germany']
WebQTest-76,"['Drapery for a Seated Figure', ""Portrait of Isabella d'Este"", 'La belle ferronnière', 'g.121yh91r', 'The Holy Infants Embracing', 'Salvator Mundi', 'Benois Madonna', 'g.120vt1gz', 'St. Jerome in the Wilderness', 'g.121wt37c', ""Ginevra de' Benci"", 'g.1213jb_b', 'The Virgin and Child with St Anne and St John the Baptist', 'Medusa', 'Horse and Rider', 'g.12314dm1', 'Head of a Woman', 'Madonna of the Yarnwinder', 'Portrait of a Musician', 'Lucan portrait of Leonardo da Vinci', 'The Virgin and Child with St. Anne', 'Madonna of the Carnation', 'Mona Lisa', 'Bacchus', 'Madonna and Child with St. Joseph', 'Sala delle Asse', 'Leda and the Swan', 'Madonna of Laroque', 'The Last Supper', 'g.1239jd9p', 'Virgin of the Rocks', 'Lady with an Ermine', 'Portrait of a man in red chalk', 'Virgin of the Rocks', ""Leonardo's horse"", 'Adoration of the Magi', 'The Battle of Anghiari', 'g.1224tf0c', 'g.12215rxg', 'Vitruvian Man', 'St. John the Baptist', 'Annunciation', 'The Baptism of Christ', 'g.1219sb0g', 'Madonna Litta', 'Portrait of a Young Fiancée']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Estonia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,Error,['Europe']
WebQTest-246,"['Alternating current', 'Induction motor', 'Remote control', 'Wireless telegraphy', 'Neon lamp', 'Three-phase electric power', 'Tesla coil']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1983 World Series', '1970 World Series', '1966 World Series']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['Angels & Demons', 'The Dilemma', 'Jay-Z: Made in America', 'Frost/Nixon', 'Cinderella Man', 'Willow', 'The Lost Symbol', 'Grand Theft Auto', 'The Missing', 'Night Shift', 'EDtv', 'Splash', 'Apollo 13', 'A Beautiful Mind', 'Far and Away', 'Parenthood', 'In the Heart of the Sea', 'The Da Vinci Code', ""Dr. Seuss' How the Grinch Stole Christmas"", 'The Dark Tower', 'Inferno', 'Presidential Reunion', 'Cotton Candy', 'Rush', 'Ransom', 'Gung Ho', 'Backdraft', 'The Paper', 'Cocoon']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Los Angeles Lakers', 'Duke Blue Devils men's basketball', 'Chicago Bulls']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Washington, United States']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,['Turkish Language'],"['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['South Dakota', 'North Dakota', 'Iowa', 'Wisconsin', 'Minnesota', 'Illinois', 'Missouri', 'Nebraska', 'Kansas', 'Michigan', 'Indiana', 'Ohio']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Bribri Language', 'Spanish Language', 'Jamaican Creole English Language', 'Limonese Creole']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,Abstain,['University of Oklahoma']
WebQTest-509,"['Federal republic', 'Presidential system']","['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Piano', 'Violin']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,Abstain,['Carolina Panthers']
WebQTest-635,"['Hermaphrodite', 'Wizard of Oz', 'Saddam Hussein', 'Jimbo Kearn', 'Former Columbine Student', 'Man toasting drinks at MCA outdoor bar', 'Chris', 'Terrance Henry Stoot', 'Danny Glover', 'Doug Remer', 'Kenny McCormick', 'Bill Gates', 'George Clooney', 'Taper Guy', 'Gerald Broflovski', 'Ethan Hawke', 'Dave the Lighting Guy', 'Kyle Broflovski', 'James Humphries', 'Kyle / Kenny / Jesus', 'Ticket Taker', 'Tweek Tweak', 'Terrance', 'Butters Stotch', 'Ichabod Jones/Carlos/Rom', 'Jimbo Kearn']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Lorraine Motel'],['Memphis']
WebQTest-680,"['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Adventurer', 'Scientist', 'Ethnographer']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,Error,"['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,['Reading'],['Reading']
WebQTest-857,"['Alabama', 'Georgia']","['Georgia', 'Alabama']"
WebQTest-881,"['American Son', ""Ball Don't Lie"", 'Chiraq', 'The Adventures of Brer Rabbit', 'Day of the Dead', 'Drumline', 'Whatever It Takes', 'A Very School Gyrls Holla-Day', 'Drumline: A New Beat', ""Love Don't Cost a Thing"", 'Even Money', 'Weapons', 'Monster House', 'Garfield: The Movie', 'Shall We Dance?', 'The Killing Room', 'Goal II: Living the Dream', 'Men in Black II', 'Bobby', 'Roll Bounce', 'Underclassman']","['Chiraq', 'Garfield: The Movie', 'Even Money', 'American Son', 'Men in Black II', 'Shall We Dance?', ""Ball Don't Lie"", 'The Killing Room', 'Weapons', 'Underclassman', 'Roll Bounce', 'Monster House', 'Goal II: Living the Dream', 'Drumline', 'Bobby', ""Love Don't Cost a Thing"", 'Day of the Dead', 'Whatever It Takes', 'The Adventures of Brer Rabbit', 'A Very School Gyrls Holla-Day', 'Drumline: A New Beat']"
WebQTest-903,['Turkey'],"['Belgium', 'Bulgaria', 'Bosnia and Herzegovina', 'Northern Cyprus', 'Turkey', 'Germany', 'Kazakhstan', 'Republic of Kosovo', 'Netherlands', 'Norway', 'Syria', 'United Kingdom', 'United States of America', 'Iraq', 'Canada', 'Sweden', 'France', 'Algeria', 'Austria', 'Azerbaijan', 'Kyrgyzstan', 'Denmark']"
WebQTest-929,"['James R. Crowe', 'J. Calvin Jones', 'Richard R. Reed', 'John C. Lester', 'John B. Kennedy', 'Frank O. McCord']","['John C. Lester', 'John B. Kennedy', 'James R. Crowe', 'Frank O. McCord', 'Richard R. Reed', 'J. Calvin Jones']"
WebQTest-957,['Sioux language'],"['English Language', 'Sioux language', 'French']"
WebQTest-979,['Barbadian dollar'],['Barbadian dollar']
WebQTest-1002,Abstain,"['Richard Harris', 'Michael Gambon', 'Toby Regbo', 'Dane Farwell']"
WebQTest-1028,"['Christian Bale', 'Edward Furlong', 'Dalton Abbott', 'Nick Stahl', 'Michael Edwards']","['Christian Bale', 'Edward Furlong', 'Michael Edwards', 'Nick Stahl', 'Dalton Abbott']"
WebQTest-1050,['Meg Griffin'],['Meg Griffin']
WebQTest-1077,['Russian Language'],"['Osetin Language', 'Chechen Language', 'Tatar Language', 'Azerbaijani language', 'Abaza Language', 'Mari language', 'Bashkir Language', 'Avar Language', 'Aghul language', 'Tsakhur Language', 'Tuvin Language', 'Moksha Language', 'Erzya Language', 'Kalmyk-Oirat Language', 'Kabardian Language', 'Adyghe Language', 'Rutul language', 'Lezgi Language', 'Ingush Language', 'Altai language', 'Crimean Turkish Language', 'Nogai Language', 'Dargwa Language', 'Komi language', 'Udmurt Language', 'Kumyk Language', 'Karachay-Balkar Language', 'Buryat language', 'Yakut Language', 'Russian Language', 'Tabassaran Language', 'Yiddish Language', 'Lak Language', 'Khakas Language', 'Ukrainian Language']"
WebQTest-1099,['Brazil'],['Brazil national football team']
WebQTest-1121,"['United we stand, divided we fall']","['United we stand, divided we fall']"
WebQTest-1149,"['2009-04-23', '2010-07-10']",[None]
WebQTest-1177,['Chula Vista High School'],['Chula Vista High School']
WebQTest-1204,['Four Corners'],['Four Corners']
WebQTest-1230,"['Canterbury Museum, Christchurch', 'International Antarctic Centre', 'Air Force Museum of New Zealand', 'Lyttelton Timeball Station', 'Ferrymead Heritage Park', 'TranzAlpine', 'Cathedral Square, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Willowbank Wildlife Reserve, Christchurch']","['International Antarctic Centre', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'Canterbury Museum, Christchurch', 'TranzAlpine', 'Lyttelton Timeball Station']"
WebQTest-1252,['Miranda Otto'],['Miranda Otto']
WebQTest-1275,['Actor'],['Actor']
WebQTest-1300,['Fulham'],['Fulham']
