3998,7,0,0,c
4000,7,0,0,c
4171,7,0,0,c
4185,4,3,0,a
4368,4,3,0,a
4501,7,0,0,c
4645,7,0,0,c
4891,7,0,0,c
4957,7,0,0,c
4971,7,0,0,c
4999,7,0,0,c
5124,3,3,1,a
5155,3,4,0,a
5220,5,2,0,a
5273,7,0,0,c
5319,6,1,0,a
5327,6,0,1,a
5422,7,0,0,c
5485,4,3,0,a
5589,4,2,1,a
5663,7,0,0,c
5740,7,0,0,c
5788,4,0,3,a
5825,7,0,0,c
5913,6,1,0,a
5924,7,0,0,c
5944,7,0,0,c
5946,7,0,0,c
6353,7,0,0,c
6360,7,0,0,c
6378,6,1,0,a
6417,7,0,0,c
6434,7,0,0,c
6438,7,0,0,c
6440,7,0,0,c
6485,7,0,0,c
6514,7,0,0,c
6697,7,0,0,c
6761,7,0,0,c
6771,7,0,0,c
6803,7,0,0,c
6811,6,1,0,a
6848,7,0,0,c
6857,7,0,0,c
6914,7,0,0,c
6928,4,0,3,a
6960,7,0,0,c
6985,7,0,0,c
6988,6,0,1,a
6992,7,0,0,c
7055,4,1,2,a
7062,6,0,1,a
10143,6,1,0,a
10182,6,0,1,a
10206,7,0,0,c
11869,7,0,0,c
11897,7,0,0,c
11925,7,0,0,c
12733,7,0,0,c
12784,7,0,0,c
12787,6,1,0,a
12799,7,0,0,c
12803,6,1,0,a
12807,3,4,0,a
12815,5,0,2,a
12868,6,1,0,a
12892,6,0,1,a
12895,6,0,1,a
12901,6,1,0,a
12924,4,3,0,a
12926,7,0,0,c
12938,5,2,0,a
12942,7,0,0,c
12972,4,3,0,a
12989,3,0,4,a
4367,0,7,0,w
4510,2,4,1,a
4939,3,4,0,a
5052,0,7,0,w
5156,0,7,0,w
5165,1,6,0,a
5244,3,4,0,a
5251,1,6,0,a
5325,2,5,0,a
5341,3,4,0,a
5540,0,5,2,a
5593,2,4,1,a
6432,5,2,0,a
6563,0,7,0,w
6666,5,1,1,a
6842,2,3,2,a
11786,0,7,0,w
11962,6,1,0,a
11968,3,4,0,a
12741,2,5,0,a
5186,0,0,7,a
5374,2,2,3,a
5385,4,0,3,a
6815,3,0,4,a
12817,3,0,4,a
