qid,prediction,gt_label
20,"['madsmikkelsen', 'ulrichthomsen', 'linekruse', 'nikolajliekaas']","['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,"['halhartley', 'toddfield', 'robepstein', 'jeffreyfriedman']","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,['abstain'],"['1956', '1958']"
80,"['donmckellar', 'massytadjedin', 'johnmaybury', 'fernandomeirelles', 'franoisgirard']","['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,"['1999', '2003', '009', '2007', '201', '2004', '2008', '2005', '2000', '2006', '1986', '2001', '2002']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,['abstain'],"['Action', 'Drama', 'Horror', 'Comedy']"
140,['abstain'],"['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,"['georgeroyhill', 'jaysandrich', 'michaelritchie', 'haroldramis', 'stephenkessler', 'peterhewitt', 'colinhiggins', 'williamfriedkin', 'johncarpenter', 'stephenherek', 'johnlandis', 'kenshapiro']","['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,['1951'],"['1955', '1954']"
200,['abstain'],"['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
