qid,prediction,gt_label
WebQTest-31,Error,[None]
WebQTest-54,"['Germany', 'German Reich']",['Nazi Germany']
WebQTest-76,"['La belle ferronnière', 'Virgin of the Rocks', 'Portrait of a man in red chalk', 'g.121wt37c', 'Annunciation', 'Adoration of the Magi', 'Bacchus', 'Medusa', 'The Baptism of Christ', 'g.1224tf0c', 'Madonna and Child with St Joseph', ""Portrait of Isabella d'Este"", 'The Holy Infants Embracing', 'g.1239jd9p', 'Madonna of Laroque', 'St. Jerome in the Wilderness', 'Drapery for a Seated Figure', 'g.12314dm1', 'g.1219sb0g', 'The Last Supper', 'Head of a Woman', 'The Battle of Anghiari', 'Salvator Mundi', 'Madonna of the Carnation', 'Sala delle Asse', 'Lucan portrait of Leonardo da Vinci', 'Madonna Litta', 'Horse and Rider', 'Portrait of a Musician', 'g.121yh91r', ""Leonardo's horse"", 'Lady with an Ermine', 'Vitruvian Man', 'Mona Lisa', 'g.1213jb_b', 'g.12215rxg', 'The Virgin and Child with St. Anne', 'Madonna of the Yarnwinder', 'The Virgin and Child with St Anne and St John the Baptist', 'Portrait of a Young Fiancée', 'g.120vt1gz', 'St. John the Baptist', 'Benois Madonna', 'Leda and the Swan', ""Ginevra de' Benci""]","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Lithuania', 'Estonia', 'Latvia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Tesla coil', 'Three-phase electric power', 'Remote control', 'Neon lamp', 'Induction motor', 'Alternating current', 'Wireless telegraphy']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1970', '1966', '1983']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['The Dark Tower', 'Night Shift', 'Cotton Candy', 'The Da Vinci Code', 'Willow', 'The Paper', 'In the Heart of the Sea', 'Presidential Reunion', 'Splash', 'The Missing', 'Far and Away', 'Ransom', 'Backdraft', 'A Beautiful Mind', 'Cocoon', 'Parenthood', 'The Lost Symbol', 'Grand Theft Auto', 'Jay-Z: Made in America', 'Angels & Demons', 'The Dilemma', 'Gung Ho', 'EDtv', 'Cinderella Man', 'Inferno', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Rush', 'Apollo 13', 'Frost/Nixon']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Chicago Bulls', 'Los Angeles Lakers', ""Duke Blue Devils men's basketball""]","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Skamania County', 'United States of America', 'North America', 'Washington', 'Cascade Range']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,"['Arabic Language', 'Turkish Language', 'Ladino Language', 'Kurdish languages', 'Zaza language']","['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Missouri', 'Michigan', 'South Dakota', 'Kansas', 'Wisconsin', 'Nebraska', 'North Dakota', 'Illinois', 'Iowa', 'Minnesota', 'Indiana', 'Ohio']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['University of Oklahoma'],['University of Oklahoma']
WebQTest-509,"['Presidential system', 'Federal republic']","['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Piano', 'Violin']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,['Carolina Panthers'],['Carolina Panthers']
WebQTest-635,"['g.122222zw', 'Jimbo Kearn', 'g.122qyvfr', 'Kyle Broflovski', 'g.121_5yvh', 'Fosse McDonald', 'Bebe Stevens', 'Gerald and Sheila Broflovski', 'Butters Stotch', 'Mr. Garrison', 'Stan Marsh', 'Sharon Marsh', 'Ms. Cartman', 'g.1215vs3d', 'Eric Cartman', 'g.12hhhs0js', 'Principal Victoria', 'Token Black', 'Chef', 'Kenny McCormick']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,Abstain,['Memphis']
WebQTest-680,"['Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid', 'Manchester City F.C.']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Norway', 'Scientist', 'Adventurer', '1914-10-06-08:00', '2002-04-18-08:00', 'Cinematographer', 'Film Producer', 'Film director', 'Ethnographer']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Error,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,Error,"['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Error,['World War II']
WebQTest-830,['Reading'],['Reading']
WebQTest-857,"['Georgia', 'Alabama']","['Georgia', 'Alabama']"
