qid,prediction,gt_label
WebQTest-31,Error,[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Lucan portrait of Leonardo da Vinci', 'Virgin of the Rocks', 'Drapery for a Seated Figure', 'The Last Supper', 'Lady with an Ermine', 'Medusa', 'Benois Madonna', 'St. John the Baptist', 'Portrait of Isabella d\'Este', 'The Battle of Anghiari', 'The Virgin and Child with St. Anne', 'The Baptism of Christ', 'Leda and the Swan', 'Madonna and Child with St Joseph', 'St. Jerome in the Wilderness', 'Vitruvian Man', 'Portrait of a Young Fiancée', 'Sala delle Asse', 'Madonna of the Yarnwinder', 'Horse and Rider', 'Madonna of Laroque', 'Portrait of a Musician', 'Mona Lisa', 'The Holy Infants Embracing', 'Salvator Mundi', 'Annunciation', 'Bacchus', 'Madonna Litta', 'La belle ferronnière', 'Portrait of a man in red chalk', 'Head of a Woman', 'Ginevra de\' Benci', 'The Virgin and Child with St Anne and St John the Baptist', 'Adoration of the Magi']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Lithuania', 'Estonia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Remote control', 'Neon lamp', 'Tesla coil', 'Three-phase electric power', 'Alternating current', 'Induction motor', 'Wireless telegraphy']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003-2004 NBA season'],['2003–04 NBA season']
