qid,prediction,gt_label
WebQTest-31,['Dunblane'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Mona Lisa', 'The Last Supper', 'Vitruvian Man', 'Annunciation', 'Virgin of the Rocks', 'Madonna of the Yarnwinder', 'Lady with an Ermine', 'Salvator Mundi', 'The Baptism of Christ', 'Portrait of a Young Fiancée', 'Bacchus', 'Horse and Rider', 'Drapery for a Seated Figure', 'The Battle of Anghiari', 'The Holy Infants Embracing', 'Madonna of Laroque', 'Adoration of the Magi', 'Medusa', 'The Virgin and Child with St. Anne', 'The Virgin and Child with St John the Baptist', 'Madonna and Child with St Joseph', 'St. Jerome in the Wilderness', 'St. John the Baptist', 'Leonardo's horse', 'La belle ferronnière', 'Portrait of Isabella d\'Este', 'Head of a Woman', 'Sala delle Asse', 'Ginevra de\' Benci', 'Leda and the Swan', 'Portrait of a man in red chalk', 'Madonna of the Carnation', 'The Virgin and Child with St Anne and St John the Baptist', 'Lucan portrait of Leonardo da Vinci', 'Portrait of a Musician', 'Madonna Litta']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,"['Lucumi Language', 'Spanish Language', 'Haitian Creole']","['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Latvia', 'Estonia', 'Lithuania']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Wireless telegraphy', 'Alternating current', 'Tesla coil', 'Induction motor', 'Neon lamp', 'Remote control', 'Three-phase electric power']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1983 World Series', '1970 World Series', '1966 World Series']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"[""Rush"", ""A Beautiful Mind"", ""The Paper"", ""Backdraft"", ""Willow"", ""Apollo 13"", ""In the Heart of the Sea"", ""Cocoon"", ""Far and Away"", ""Cinderella Man"", ""Jay-Z: Made in America"", ""Presidential Reunion"", ""The Dilemma"", ""Ransom"", ""Angels & Demons"", ""The Dark Tower"", ""EDtv"", ""Parenthood"", ""Cotton Candy"", ""Grand Theft Auto"", ""The Lost Symbol"", ""Frost/Nixon"", ""The Missing"", ""The Da Vinci Code"", ""Inferno"", ""Gung Ho"", ""Night Shift"", ""Splash"", ""Dr. Seuss' How the Grinch Stole Christmas""]","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Chicago Bulls', ""Duke Blue Devils men's basketball"", 'Los Angeles Lakers']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['United States of America', 'Washington', 'Skamania County', 'Cascade Range']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,"['Turkish Language', 'Kurdish languages', 'Arabic Language', 'Ladino Language', 'Zaza language']","['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Michigan', 'Illinois', 'South Dakota', 'Minnesota', 'North Dakota', 'Ohio', 'Wisconsin', 'Indiana', 'Kansas', 'Nebraska', 'Iowa', 'Missouri']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Jamaican Creole English Language', 'Bribri Language', 'Spanish Language', 'Limonese Creole']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['Minnesota Vikings'],['University of Oklahoma']
WebQTest-509,"['Presidential system', 'Federal republic']","['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Violin', 'Piano']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,"['Carolina Panthers', 'Miami Hurricanes football', 'New York Giants', 'New Orleans Saints']",['Carolina Panthers']
WebQTest-635,"['Eric Cartman', 'Stan Marsh', 'Token Black', 'Sharon Marsh', 'Ms. Cartman', 'Bebe Stevens', 'Mr. Garrison', 'Butters Stotch', 'Jimbo Kearn', 'Gerald and Sheila Broflovski', 'Kenny McCormick', 'Kyle Broflovski', 'Principal Victoria', 'Fosse McDonald', 'Chef']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Memphis'],['Memphis']
WebQTest-680,"[""Atlético Madrid"", ""Argentina national football team"", ""Manchester City F.C."", ""Club Atlético Independiente""]","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Film director', 'Scientist', 'Ethnographer', 'Cinematographer', 'Adventurer', 'Film Producer', 'Born: October 6, 1914', 'Died: April 18, 2002', 'Notable for: Academic']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,['John Boehner'],"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
