qid,prediction,gt_label
WebQTest-31,['Dunblane'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['Ginevra de\' Benci', 'Madonna Litta', 'Portrait of Isabella d\'Este', 'Drapery for a Seated Figure', 'Madonna of Laroque', 'Vitruvian Man', 'Benois Madonna', 'Virgin of the Rocks', 'Adoration of the Magi', 'The Last Supper', 'The Battle of Anghiari', 'The Virgin and Child with St Anne and St John the Baptist', 'Salvator Mundi', 'La belle ferronnière', 'Bacchus', 'Medusa', 'Horse and Rider', 'St. John the Baptist', 'Lady with an Ermine', 'Annunciation', 'Madonna of the Carnation', 'The Baptism of Christ', 'Sala delle Asse', 'Leda and the Swan', 'Portrait of a Musician', 'Leonardo\'s horse', 'The Virgin and Child with St. Anne', 'Madonna and Child with St Joseph', 'Portrait of a man in red chalk', 'St. Jerome in the Wilderness', 'Madonna of the Yarnwinder', 'The Holy Infants Embracing', 'Portrait of a Young Fiancée']","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,"['Haitian Creole', 'Lucumi Language', 'Spanish Language']","['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Lithuania', 'Estonia', 'Latvia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Fender Stratocaster', 'Rickenbacker 360/12']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Neon lamp', 'Wireless telegraphy', 'Induction motor', 'Tesla coil', 'Alternating current', 'Remote control', 'Three-phase electric power']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1983', '1966', '1970']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['Backdraft', 'EDtv', 'Inferno', 'The Dark Tower', 'Apollo 13', 'Night Shift', 'Far and Away', 'The Lost Symbol', 'The Paper', 'The Missing', 'Ransom', 'Cinderella Man', 'A Beautiful Mind', 'The Dilemma', 'In the Heart of the Sea', 'Gung Ho', 'Rush', 'Cocoon', 'Splash', 'The Da Vinci Code', 'Frost/Nixon', 'Presidential Reunion', 'Cotton Candy', 'Grand Theft Auto', 'Parenthood', 'Willow', 'Angels & Demons', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Jay-Z: Made in America']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Chicago Bulls', 'Los Angeles Lakers', ""Duke Blue Devils men's basketball""]","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['Washington', 'United States of America']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,"['Turkish Language', 'Zaza language', 'Kurdish languages', 'Arabic Language', 'Ladino Language']","['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Kansas', 'Nebraska', 'North Dakota', 'Minnesota', 'Ohio', 'Wisconsin', 'Iowa', 'Michigan', 'South Dakota', 'Indiana', 'Missouri', 'Illinois']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Limonese Creole', 'Jamaican Creole English Language', 'Bribri Language', 'Spanish Language']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['University of Oklahoma'],['University of Oklahoma']
WebQTest-509,"['Federal republic', 'Presidential system']","['Presidential system', 'Federal republic']"
WebQTest-532,['Soccer Player'],['Football']
WebQTest-559,"['Violin', 'Piano']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,['Carolina Panthers'],['Carolina Panthers']
WebQTest-635,"['Dave the Lighting Guy', 'Gerald Broflovski', 'Danny Glover', 'Man toasting drinks at MCA outdoor bar', 'Former Columbine Student', 'Terrance Henry Stoot', 'Bill Gates', 'Ticket Taker', 'Wizard of Oz', 'Taper Guy', 'James Humphries', 'Hermaphrodite', 'Ethan Hawke', 'Kyle Broflovski', 'Kenny McCormick', 'Kyle / Kenny / Jesus', 'George Clooney', 'Jimbo Kearn', 'Saddam Hussein', 'Chris', 'Doug Remer']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,"['Lorraine Motel', 'Memphis']",['Memphis']
WebQTest-680,"['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Thor Heyerdahl', 'Ethnographer', 'Film director', 'Cinematographer', 'Film Producer', 'Scientist', 'Adventurer', 'Larvik', '1914-10-06']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,['Nancy Pelosi'],"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
