7765,"['True', 'False', 'True']",False
7528,"['False', 'False', 'False']",False
7493,"['False', 'False', 'False']",False
6679,"['True', 'True', 'True']",True
6980,"['True', 'True', 'True']",True
21,"['True', 'True', 'True']",True
6709,"['True', 'True', 'True']",True
6840,"['False', 'False', 'Abstain']",False
6654,"['True', 'False', 'True']",True
6826,"['False', 'Unknown', 'False']",False
242,"['False', 'False', 'False']",False
7021,"['False', 'False', 'False']",False
116,"['True', 'True', 'True']",True
7455,"['False', 'False', 'False']",False
1,"['True', 'True', 'True']",True
6657,"['True', 'True', 'False']",True
7596,"['True', 'False', 'Abstain']",True
7789,"['True', 'True', 'False']",True
6769,"['False', 'True', 'False']",True
28,"['True', 'True', 'True']",True
6760,"['True', 'True', 'True']",True
6730,"['True', 'True', 'True']",True
59,"['True', 'True', 'True']",True
6984,"['True', 'Abstain', 'Abstain']",True
119,"['True', 'True', 'True']",True
6818,"['Abstain', 'False', 'False']",False
138,"['False', 'False', 'False']",False
161,"['True', 'False', 'False']",False
7750,"['False', 'False', 'False']",False
7433,"['True', 'False', 'False']",False
7544,"['False', 'False', 'False']",False
7500,"['False', 'False', 'False']",False
7674,"['True', 'False', 'True']",True
7163,"['True', 'True', 'False']",False
268,"['True', 'False', 'False']",False
6874,"['Abstain', 'Abstain', 'False']",False
80,"['True', 'True', 'True']",True
7517,"['False', 'False', 'False']",False
6791,"['None', 'False', 'False']",False
7403,"['False', 'False', 'False']",False
267,"['False', 'False', 'False']",False
7505,"['False', 'False', 'False']",False
6908,"['False', 'Abstain', 'False']",False
6664,"['True', 'False', 'True']",True
6828,"['False', 'True', 'False']",False
6659,"['True', 'True', 'True']",True
7710,"['True', 'Abstain', 'True']",True
6710,"['False', 'True', 'True, ""Pat Bieter and Carolyn Terteling-Payne were in office before David H. Bieter assumed his role.""']",True
320,"['True', 'True', 'True']",True
7443,"['False', 'False', 'False']",False
7786,"['Abstain', 'True', 'True']",True
299,"['True', 'True', 'True']",True
187,"['Abstain', 'False', 'False']",False
6786,"['False', 'False', 'False']",True
