qid,correct,wrong,prediction,gt_label
20,0,0,Abstain,"['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,0.25,0.25,"['hal_hartley', 'david_schwimmer']","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,1.0,0,"['1956', '1958']","['1956', '1958']"
80,1.0,0,"['fernando_meirelles', 'françois_girard', 'john_maybury']","['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.9999999999999998,0,"['1986', '2004', '2006', '2000', '2009', '2007', '1999', '2005', '2011', '2008', '2002', '2003', '2001']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,1.0,0,"['action', 'drama', 'horror', 'comedy']","['Action', 'Drama', 'Horror', 'Comedy']"
140,0.9795918367346946,0,"['robert_towne', 'george_miller', 'gillies_mackinnon', 'robert_redford', 'dean_semler', 'richard_donner', 'kenneth_branagh', 'mark_rydell', 'roland_emmerich', 'nick_park', 'john_gielgud', 'grigori_kozintsev', 'nancy_meyers', 'jarmo_lampela', 'nick_cassavetes', 'm._night_shyamalan', 'anthony_minghella', 'steve_miner', 'wim_wenders', 'pen_densham', 'tony_richardson', 'jean_renoir', 'barry_levinson', 'ron_howard', 'brian_helgeland', 'roger_donaldson', 'martin_campbell', 'george_ogilvie', 'adrian_grunberg', 'john_badham', 'graham_baker', 'phil_joanou', 'franco_zeffirelli', 'luis_mandoki', 'robert_rodriguez', 'jeff_stanzler', 'tim_burstall', 'gillian_armstrong', 'randall_wallace', 'lewis_milestone', 'laurence_olivier', 'peter_lord', 'peter_weir', 'jodie_foster', 'michael_almereyda', 'sean_penn', 'robert_zemeckis', 'mel_gibson']","['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,1.0,0,"['harold_ramis', 'colin_higgins', 'stephen_kessler', 'peter_hewitt', 'john_carpenter', 'john_landis', 'michael_ritchie', 'jay_sandrich', 'george_roy_hill', 'william_friedkin', 'stephen_herek', 'ken_shapiro']","['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,0,0,Abstain,"['1955', '1954']"
200,0.9999999999999999,0,"['terence_stamp', 'rebecca_de_mornay', 'alain_delon', 'brigitte_bardot', 'jane_fonda', 'vincent_spano']","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
