20,1.0,0,comedy,['Comedy']
40,0.5,0,"graham_greene', 'joseph_l._mankiewicz","['Joseph L. Mankiewicz', 'Graham Greene']"
60,1.0,0,john_gilling,['John Gilling']
80,0.25,0.25,"the_silencers', 'the_violent_men', 'the_wrecking_crew', 'the_ambushers', 'the_big_country","['The Silencers', 'The Big Country', 'The Violent Men', 'The Wrecking Crew']"
100,0,0,Abstain,['Amistad']
120,0,1.0,01,['2012']
140,0.125,0,"horror', 'comedy', 'action', 'crime', 'drama', 'fantasy', 'adventure', 'thriller","['Horror', 'Crime', 'Drama', 'Fantasy', 'Adventure', 'Action', 'Comedy', 'Thriller']"
160,0.03125,0,"hamlet', ""love's_labour's_lost"", 'as_you_like_it', 'the_magic_flute', 'henry_v', 'othello', 'o', 'tempest', 'the_banquet', 'private_romeo', ""a_midsummer_night's_dream"", 'haider', 'the_tempest', 'chimes_at_midnight', 'romeo_+_juliet', 'the_taming_of_the_shrew', 'julius_caesar', 'macbeth', 'looking_for_richard', 'coriolanus', 'king_of_texas', 'men_of_respect', 'romeo_and_juliet', 'king_lear', 'richard_iii', 'in_your_eyes', 'buffy_the_vampire_slayer', 'the_avengers', 'toy_story', 'serenity', 'the_cabin_in_the_woods","['King Lear', 'Julius Caesar', 'Men of Respect', 'Private Romeo', 'Romeo and Juliet', 'In Your Eyes', 'The Tempest', 'Romeo + Juliet', 'The Taming of the Shrew', 'Coriolanus', ""A Midsummer Night's Dream"", 'Looking for Richard', 'The Avengers', 'Othello', 'O', 'The Magic Flute', 'Henry V', 'Serenity', 'Richard III', ""Prospero's Books"", 'The Banquet', 'Macbeth', 'Toy Story', 'Hamlet', 'The Cabin in the Woods', 'Chimes at Midnight', 'Haider', 'King of Texas', 'As You Like It', ""Love's Labour's Lost"", 'Tempest', 'Buffy the Vampire Slayer']"
180,0.5,0,"andrei_tarkovsky', 'steven_soderbergh","['Steven Soderbergh', 'Andrei Tarkovsky']"
200,0.5,0,"italian', 'french","['French', 'Italian']"
220,0.5,0,"documentary', 'animation","['Animation', 'Documentary']"
240,1.0,0,2001,['2001']
260,0.14285714285714285,0,"2009', '2007', '1996', '1987', '2003', '1992', '2001","['1987', '1992', '1996', '2003', '2001', '2007', '2009']"
280,0.3333333333333333,0.3333333333333333,"rick', 'tadpole', 'live_free_or_die', 'flakes","['Live Free or Die', 'Tadpole', 'Rick']"
300,0.07142857142857142,0,"jim_caviezel', 'jennifer_lopez', 'billy_crudup', 'donald_sutherland', 'monica_potter', 'alicia_silverstone', 'jeff_goldblum', 'christine_lahti', 'emmanuelle_chriqui', 'desmond_harrington', 'eliza_dushku', 'anna_faris', 'angela_bettis', 'james_duval","['Christine Lahti', 'Donald Sutherland', 'Angela Bettis', 'Jeff Goldblum', 'Billy Crudup', 'Jennifer Lopez', 'Desmond Harrington', 'Eliza Dushku', 'James Duval', 'Anna Faris', 'Alicia Silverstone', 'Monica Potter', 'Emmanuelle Chriqui', 'Jim Caviezel']"
320,0.023809523809523808,0,"the_devil's_double"", 'summer_in_february', 'dead_man_down', 'hard_eight', 'rules_of_engagement', 'a_time_to_kill', 'resurrecting_the_champ', 'the_long_kiss_goodnight', 'the_great_white_hype', 'no_good_deed', 'arena', 'fluke', 'soul_men', 'african_cats', 'basic', 'meeting_evil', 'loaded_weapon_1', 'jackie_brown', 'snakes_on_a_plane', ""the_caveman's_valentine"", 'freedomland', 'twisted', ""eve's_bayou"", 'black_snake_moan', 'turbo', 'one_eight_seven', 'the_sunset_limited', 'changing_lanes', 'in_my_country', 'sphere', 'the_negotiator', 's.w.a.t.', 'lakeview_terrace', 'cleaner', 'kiss_of_death', 'shaft', 'the_man', 'unthinkable', 'unbreakable', 'coach_carter', 'farce_of_the_penguins', 'deep_blue_sea","['The Negotiator', 'No Good Deed', 'Jackie Brown', 'Resurrecting the Champ', 'Kiss of Death', ""The Devil's Double"", 'One Eight Seven', 'Lakeview Terrace', 'The Sunset Limited', 'Changing Lanes', 'Basic', 'Unthinkable', 'Turbo', 'Black Snake Moan', ""Eve's Bayou"", 'The Man', 'Fluke', 'Deep Blue Sea', 'Arena', 'Shaft', 'The Long Kiss Goodnight', 'S.W.A.T.', 'In My Country', 'Freedomland', 'Twisted', 'The Great White Hype', 'Soul Men', 'Rules of Engagement', 'Farce of the Penguins', 'Coach Carter', ""The Caveman's Valentine"", 'Snakes on a Plane', 'Cleaner', 'Summer in February', 'Unbreakable', 'A Time to Kill', 'Loaded Weapon 1', 'African Cats', 'Sphere', 'Dead Man Down', 'Hard Eight', 'Meeting Evil']"
340,0.5,0,"roberto_benigni', 'paolo_bonacelli","['Roberto Benigni', 'Paolo Bonacelli']"
360,0.3333333333333333,0,"musical', 'comedy', 'drama","['Drama', 'Comedy', 'Musical']"
380,1.0,0,comedy,['Comedy']
400,0.5,0,"robert_zemeckis', 'joe_johnston","['Robert Zemeckis', 'Joe Johnston']"
420,0.5,0,"german', 'french","['German', 'French']"
440,0.5,0,"john_saxon', 'bruce_lee","['John Saxon', 'Bruce Lee']"
460,1.0,0,paul_cox,['Paul Cox']
480,1.0,0,swedish,['Swedish']
500,1.0,0,francesco_rosi,['Francesco Rosi']
520,0,0,Abstain,['English']
