qid,correct,wrong,prediction,gt_label
20,1.0,0,"['ulrich_thomsen', 'nikolaj_lie_kaas', 'line_kruse', 'mads_mikkelsen']","['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,0.25,0,['hal_hartley'],"['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,0,2.0,"['the_three_stooges_meet_hercules', 'the_three_stooges_in_orbit', 'queen_of_outer_space', 'world_without_end']","['1956', '1958']"
80,0,0.3333333333333333,['the_grand_seduction'],"['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.9999999999999998,0,"['2011', '2001', '1999', '2000', '1986', '2002', '2005', '2003', '2007', '2009', '2004', '2006', '2008']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,1.0,0,"['horror', 'comedy', 'drama', 'action']","['Action', 'Drama', 'Horror', 'Comedy']"
140,0,0,Abstain,"['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,0.08333333333333333,0,['ken_shapiro'],"['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,1.0,0,"['1955', '1954']","['1955', '1954']"
200,0.9999999999999999,0,"['brigitte_bardot', 'alain_delon', 'rebecca_de_mornay', 'jane_fonda', 'vincent_spano', 'terence_stamp']","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
220,0,0,Abstain,"['Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
240,1.0,0,"['horror', 'comedy', 'crime', 'western', 'action', 'fantasy', 'mystery', 'drama', 'romance', 'war', 'thriller', 'adventure']","['Mystery', 'Romance', 'Horror', 'Crime', 'Drama', 'Fantasy', 'Western', 'Action', 'Comedy', 'War', 'Thriller', 'Adventure']"
260,0.9999999999999998,0,"['alec_guinness', 'claudia_cardinale', 'burt_lancaster', 'martin_milner', 'peter_sellers', 'cecil_parker', 'tony_curtis', 'herbert_lom', 'susan_harrison', 'irma_p._hall', 'marlon_wayans', 'joan_greenwood', 'tom_hanks']","['Marlon Wayans', 'Herbert Lom', 'Joan Greenwood', 'Cecil Parker', 'Tom Hanks', 'Claudia Cardinale', 'Susan Harrison', 'Irma P. Hall', 'Burt Lancaster', 'Peter Sellers', 'Alec Guinness', 'Tony Curtis', 'Martin Milner']"
280,1.0,1.0,"['chris_rock', 'louis_c.k.']",['Chris Rock']
300,0.857142857142857,0,"['bernie_coulson', 'ellen_page', 'georgina_reilly', 'hugh_dillon', 'greg_calderone', 'callum_keith_rennie']","['Ellen Page', 'Bernie Coulson', 'Bruce McDonald', 'Greg Calderone', 'Callum Keith Rennie', 'Hugh Dillon', 'Georgina Reilly']"
320,0,0,Abstain,"['Maria Sole Tognazzi', 'Silvio Soldini', 'Carlo Verdone']"
340,0.9565217391304344,0,"['peter_mayle', 'leslie_bricusse', 'john_august', 'charles_dickens', 'thomas_meehan', 'neville_smith', 'whitley_strieber', 'josephine_humphreys', 'alan_sillitoe', 'carol_sobieski', 'shane_connaughton', 'harold_gray', 'michael_wadleigh', 'will_gluck', 'guy_gallo', 'daniel_wallace', 'terence_rattigan', 'malcolm_lowry', 'frederic_raphael', 'ronald_harwood', 'bo_goldman', 'michael_crichton']","['Leslie Bricusse', 'Neville Smith', 'Will Gluck', 'Whitley Strieber', 'Michael Wadleigh', 'Shane Connaughton', 'Thomas Meehan', 'Kelly Masterson', 'Malcolm Lowry', 'Guy Gallo', 'Josephine Humphreys', 'Ronald Harwood', 'Terence Rattigan', 'Carol Sobieski', 'John August', 'Harold Gray', 'Peter Mayle', 'Alan Sillitoe', 'Michael Crichton', 'Bo Goldman', 'Charles Dickens', 'Frederic Raphael', 'Daniel Wallace']"
360,0.9999999999999998,0,"['comedy', 'music', 'crime', 'mystery', 'drama', 'biography', 'adventure']","['Mystery', 'Crime', 'Drama', 'Music', 'Adventure', 'Comedy', 'Biography']"
380,1.0,0,"['2010', '2004']","['2010', '2004']"
400,0.9999999999999996,0,"['1999', '2002', '1987', '1986', '2009', '2006', '2011', '1984', '1971', '1983', '2007', '1991', '1992', '1982', '1985', '1973', '1994', '2000', '1977', '1953', '1996', '2004', '1997', '1989']","['1986', '1987', '1984', '1985', '1982', '1983', '1989', '2011', '1953', '1991', '1992', '1994', '1997', '1996', '1999', '1973', '1971', '2002', '1977', '2000', '2006', '2007', '2004', '2009']"
