qid,correct,wrong,prediction,gt_label
20,1.0,0,"['ulrich_thomsen', 'nikolaj_lie_kaas', 'mads_mikkelsen', 'line_kruse']","['Mads Mikkelsen', 'Ulrich Thomsen', 'Line Kruse', 'Nikolaj Lie Kaas']"
40,1.0,0,"['hal_hartley', 'jeffrey_friedman', 'rob_epstein', 'todd_field']","['Jeffrey Friedman', 'Rob Epstein', 'Todd Field', 'Hal Hartley']"
60,1.0,0,"['1956', '1958']","['1956', '1958']"
80,1.0,0,"['françois_girard', 'john_maybury', 'fernando_meirelles']","['John Maybury', 'François Girard', 'Fernando Meirelles']"
100,0.9999999999999998,0,"['2007', '2002', '2003', '2004', '2008', '2006', '2011', '2009', '2000', '2001', '2005', '1999', '1986']","['1986', '1999', '2002', '2003', '2000', '2001', '2006', '2007', '2004', '2005', '2008', '2009', '2011']"
120,1.0,0,"['drama', 'comedy', 'action', 'horror']","['Action', 'Drama', 'Horror', 'Comedy']"
140,0,0.1020408163265306,Error,"['Michael Almereyda', 'Adrian Grunberg', 'Roland Emmerich', 'Gillies MacKinnon', 'George Ogilvie', 'Peter Weir', 'John Badham', 'Tim Burstall', 'Sean Penn', 'Wim Wenders', 'Richard Donner', 'Roger Spottiswoode', 'Dean Semler', 'Barry Levinson', 'Jodie Foster', 'Mark Rydell', 'Jean Renoir', 'M. Night Shyamalan', 'Nick Cassavetes', 'Brian Helgeland', 'Tony Richardson', 'Nick Park', 'Luis Mandoki', 'Steve Miner', 'Robert Zemeckis', 'Gillian Armstrong', 'Franco Zeffirelli', 'Laurence Olivier', 'Ron Howard', 'John Gielgud', 'Pen Densham', 'Anthony Minghella', 'Peter Lord', 'Nancy Meyers', 'Lewis Milestone', 'Randall Wallace', 'Robert Rodriguez', 'Robert Towne', 'Jarmo Lampela', 'Martin Campbell', 'George Miller', 'Jeff Stanzler', 'Graham Baker', 'Robert Redford', 'Mel Gibson', 'Grigori Kozintsev', 'Roger Donaldson', 'Kenneth Branagh', 'Phil Joanou']"
160,1.0,0,"['ken_shapiro', 'harold_ramis', 'john_landis', 'william_friedkin', 'jay_sandrich', 'stephen_herek', 'stephen_kessler', 'colin_higgins', 'michael_ritchie', 'peter_hewitt', 'john_carpenter', 'george_roy_hill']","['Jay Sandrich', 'Peter Hewitt', 'Michael Ritchie', 'John Landis', 'William Friedkin', 'Stephen Herek', 'Ken Shapiro', 'Harold Ramis', 'George Roy Hill', 'Stephen Kessler', 'John Carpenter', 'Colin Higgins']"
180,1.0,0,"['1954', '1955']","['1955', '1954']"
200,0.9999999999999999,0,"['brigitte_bardot', 'vincent_spano', 'alain_delon', 'rebecca_de_mornay', 'terence_stamp', 'jane_fonda']","['Brigitte Bardot', 'Jane Fonda', 'Vincent Spano', 'Terence Stamp', 'Rebecca De Mornay', 'Alain Delon']"
220,0.9999999999999999,0,"['thriller', 'adventure', 'horror', 'drama', 'action', 'crime']","['Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller']"
240,1.0,0,"['war', 'thriller', 'adventure', 'horror', 'comedy', 'western', 'drama', 'action', 'romance', 'mystery', 'fantasy', 'crime']","['Mystery', 'Romance', 'Horror', 'Crime', 'Drama', 'Fantasy', 'Western', 'Action', 'Comedy', 'War', 'Thriller', 'Adventure']"
260,0.9999999999999998,0,"['joan_greenwood', 'herbert_lom', 'peter_sellers', 'irma_p._hall', 'tom_hanks', 'martin_milner', 'claudia_cardinale', 'marlon_wayans', 'tony_curtis', 'burt_lancaster', 'alec_guinness', 'cecil_parker', 'susan_harrison']","['Marlon Wayans', 'Herbert Lom', 'Joan Greenwood', 'Cecil Parker', 'Tom Hanks', 'Claudia Cardinale', 'Susan Harrison', 'Irma P. Hall', 'Burt Lancaster', 'Peter Sellers', 'Alec Guinness', 'Tony Curtis', 'Martin Milner']"
280,1.0,0,['chris_rock'],['Chris Rock']
300,0.9999999999999998,0,"['bernie_coulson', 'bruce_mcdonald', 'georgina_reilly', 'hugh_dillon', 'callum_keith_rennie', 'ellen_page', 'greg_calderone']","['Ellen Page', 'Bernie Coulson', 'Bruce McDonald', 'Greg Calderone', 'Callum Keith Rennie', 'Hugh Dillon', 'Georgina Reilly']"
320,1.0,0,"['carlo_verdone', 'silvio_soldini', 'maria_sole_tognazzi']","['Maria Sole Tognazzi', 'Silvio Soldini', 'Carlo Verdone']"
340,0.9999999999999996,0,"['neville_smith', 'charles_dickens', 'daniel_wallace', 'thomas_meehan', 'whitley_strieber', 'john_august', 'harold_gray', 'frederic_raphael', 'guy_gallo', 'michael_wadleigh', 'shane_connaughton', 'leslie_bricusse', 'kelly_masterson', 'michael_crichton', 'will_gluck', 'malcolm_lowry', 'josephine_humphreys', 'bo_goldman', 'terence_rattigan', 'carol_sobieski', 'peter_mayle', 'alan_sillitoe', 'ronald_harwood']","['Leslie Bricusse', 'Neville Smith', 'Will Gluck', 'Whitley Strieber', 'Michael Wadleigh', 'Shane Connaughton', 'Thomas Meehan', 'Kelly Masterson', 'Malcolm Lowry', 'Guy Gallo', 'Josephine Humphreys', 'Ronald Harwood', 'Terence Rattigan', 'Carol Sobieski', 'John August', 'Harold Gray', 'Peter Mayle', 'Alan Sillitoe', 'Michael Crichton', 'Bo Goldman', 'Charles Dickens', 'Frederic Raphael', 'Daniel Wallace']"
360,0.9999999999999998,0,"['adventure', 'biography', 'comedy', 'music', 'drama', 'mystery', 'crime']","['Mystery', 'Crime', 'Drama', 'Music', 'Adventure', 'Comedy', 'Biography']"
380,1.0,0,"['2010', '2004']","['2010', '2004']"
400,0.9999999999999996,0,"['2007', '2000', '1953', '2009', '1987', '1977', '1996', '1973', '2006', '1991', '2011', '1982', '1985', '1994', '2002', '1984', '1971', '1983', '2004', '1992', '1989', '1999', '1986', '1997']","['1986', '1987', '1984', '1985', '1982', '1983', '1989', '2011', '1953', '1991', '1992', '1994', '1997', '1996', '1999', '1973', '1971', '2002', '1977', '2000', '2006', '2007', '2004', '2009']"
420,0.8333333333333334,0,"['2007', '2004', '2000', '2003', '2008', '2009', '1998', '2013', '1994', '1955']","['1994', '1998', '1955', '2003', '2000', '2001', '2006', '2007', '2004', '2008', '2009', '2013']"
440,0.7058823529411765,0,"['2006', '1979', '1981', '1992', '2009', '1995', '1920', '1972', '2001', '1936', '1999', '1983']","['1991', '1920', '1992', '1995', '1983', '1979', '1981', '1977', '1960', '1972', '2002', '1999', '2001', '2006', '2007', '2009', '1936']"
460,0.9999999999999999,0,"['nicholas_hoult', 'hugh_grant', 'alyson_hannigan', 'chris_klein', 'jason_biggs', 'thomas_ian_nicholas']","['Chris Klein', 'Hugh Grant', 'Nicholas Hoult', 'Jason Biggs', 'Alyson Hannigan', 'Thomas Ian Nicholas']"
480,1.0,0,"['action', 'drama', 'crime']","['Action', 'Drama', 'Crime']"
500,0.9999999999999998,0,"['don_mankiewicz', 'horace_mccoy', 'frank_burt', 'philip_yordan', 'sinclair_lewis', 'baynard_kendrick', 'alf_sjöberg', 'richard_brooks', 'pär_lagerkvist', 'thomas_t._flynn', 'robert_buckner', 'david_dortort', 'claude_stanush']","['Don Mankiewicz', 'Thomas T. Flynn', 'Horace McCoy', 'Baynard Kendrick', 'Philip Yordan', 'Sinclair Lewis', 'David Dortort', 'Robert Buckner', 'Frank Burt', 'Claude Stanush', 'Richard Brooks', 'Alf Sjöberg', 'Pär Lagerkvist']"
520,0.9999999999999998,0,"['david_s._ward', 'victor_fleming', 'lewis_milestone', 'elia_kazan', 'gary_sinise', 'emilio_fernández', 'john_ford']","['Elia Kazan', 'David S. Ward', 'Gary Sinise', 'Victor Fleming', 'Emilio Fernández', 'Lewis Milestone', 'John Ford']"
540,1.0,0,"['documentary', 'horror', 'western', 'comedy', 'action']","['Action', 'Horror', 'Comedy', 'Documentary', 'Western']"
560,1.0,0,"['kim_cattrall', 'don_rickles', 'selma_blair', 'keke_palmer', 'edward_kerr', 'billy_crudup', 'christopher_reeve', 'christian_slater', 'william_h._macy', 'david_morrissey', 'colm_feore', 'fred_macmurray', 'michael_sheen', 'robert_loggia', 'meg_ryan', 'ned_beatty', 'joan_crawford']","['William H. Macy', 'Christopher Reeve', 'Michael Sheen', 'Joan Crawford', 'Colm Feore', 'Ned Beatty', 'Robert Loggia', 'Don Rickles', 'Edward Kerr', 'Meg Ryan', 'Selma Blair', 'David Morrissey', 'Keke Palmer', 'Fred MacMurray', 'Kim Cattrall', 'Billy Crudup', 'Christian Slater']"
580,1.0,0,"['2010', '1993']","['1993', '2010']"
600,1.0,0,"['history', 'action', 'drama', 'crime', 'war']","['Drama', 'Action', 'Crime', 'War', 'History']"
620,1.0,0,['2002'],['2002']
640,1.0,0,"['horror', 'biography', 'comedy', 'drama', 'romance']","['Drama', 'Romance', 'Horror', 'Comedy', 'Biography']"
660,0.9999999999999999,0,"['robert_altman', 'joseph_mcgrath', 'neil_armfield', 'christian_marquand', 'tony_richardson', 'dennis_hopper']","['Tony Richardson', 'Robert Altman', 'Neil Armfield', 'Dennis Hopper', 'Joseph McGrath', 'Christian Marquand']"
