qid,prediction,gt_label
WebQTest-31,['Dunblane'],[None]
WebQTest-54,['Nazi Germany'],['Nazi Germany']
WebQTest-76,"['La belle ferronnière', 'Lucan portrait of Leonardo da Vinci', 'Madonna of Laroque', 'Annunciation', 'Medusa', 'Virgin of the Rocks', 'The Last Supper', 'Portrait of a Young Fiancée', 'Madonna of the Carnation', 'The Virgin and Child with St. Anne', 'Madonna Litta', 'Sala delle Asse', 'Horse and Rider', 'Madonna of the Yarnwinder', 'The Holy Infants Embracing', 'The Battle of Anghiari', 'Madonna and Child with St Joseph', 'St. John the Baptist', 'Adoration of the Magi', 'Head of a Woman', 'St. Jerome in the Wilderness', 'The Virgin and Child with St Anne and St John the Baptist', 'Leda and the Swan', 'Benois Madonna', 'Drapery for a Seated Figure', 'Salvator Mundi', 'Portrait of a Musician', 'Portrait of a man in red chalk', 'The Baptism of Christ', 'Mona Lisa', 'Vitruvian Man', 'Bacchus', ""Portrait of Isabella d'Este"", 'Lady with an Ermine', [""Leonardo's horse""], ""Ginevra de' Benci""]","[""Portrait of Isabella d'Este"", '', '', 'Madonna and Child with St Joseph', '', '', '', '', '', '', '', 'Virgin of the Rocks', 'Horse and Rider', 'Sala delle Asse', 'Medusa', 'The Holy Infants Embracing', 'Vitruvian Man', 'St. Jerome in the Wilderness', 'Madonna of the Carnation', ""Ginevra de' Benci"", 'Virgin of the Rocks', 'La belle ferronnière', 'The Virgin and Child with St. Anne', 'Benois Madonna', 'Annunciation', 'Lady with an Ermine', 'Madonna Litta', ""Leonardo's horse"", 'Adoration of the Magi', 'Bacchus', 'Portrait of a Musician', 'The Virgin and Child with St Anne and St John the Baptist', 'St. John the Baptist', 'Madonna of the Yarnwinder', 'Portrait of a Young Fiancée', 'The Baptism of Christ', 'Drapery for a Seated Figure', 'Portrait of a man in red chalk', 'Madonna of Laroque', 'The Battle of Anghiari', 'Lucan portrait of Leonardo da Vinci', 'Head of a Woman', 'Salvator Mundi', 'Leda and the Swan', 'Mona Lisa', 'The Last Supper']"
WebQTest-98,['Lyndon B. Johnson'],['Lyndon B. Johnson']
WebQTest-122,['Salamanca'],['Salamanca']
WebQTest-150,['Spanish Language'],"['Haitian Creole', 'Lucumi Language', 'Spanish Language']"
WebQTest-173,"['Estonia', 'Lithuania', 'Latvia']","['Estonia', 'Latvia', 'Lithuania']"
WebQTest-195,"['Rickenbacker 360/12', 'Fender Stratocaster']","['Fender Stratocaster', 'Rickenbacker 360/12']"
WebQTest-218,['Europe'],['Europe']
WebQTest-246,"['Tesla coil', 'Alternating current', 'Wireless telegraphy', 'Three-phase electric power', 'Induction motor', 'Neon lamp', 'Remote control']","['Neon lamp', 'Induction motor', 'Wireless telegraphy', 'Three-phase electric power', 'Tesla coil', 'Alternating current', 'Remote control']"
WebQTest-268,['2003'],['2003–04 NBA season']
WebQTest-298,"['1970 World Series', '1983 World Series', '1966 World Series']","['1983 World Series', '1970 World Series', '1966 World Series']"
WebQTest-323,"['The Lost Symbol', 'The Missing', 'Gung Ho', 'Night Shift', 'Far and Away', 'The Dilemma', 'Backdraft', 'Cotton Candy', 'The Dark Tower', 'The Paper', 'EDtv', 'Rush', 'The Da Vinci Code', 'Jay-Z: Made in America', 'Ransom', 'Frost/Nixon', 'Presidential Reunion', 'Cocoon', 'Apollo 13', 'Grand Theft Auto', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Cinderella Man', 'A Beautiful Mind', 'Angels & Demons', 'In the Heart of the Sea', 'Parenthood', 'Willow', 'Splash', 'Inferno']","['Apollo 13', 'Inferno', 'Willow', 'Splash', 'EDtv', 'Night Shift', 'Backdraft', 'Frost/Nixon', 'Grand Theft Auto', 'Far and Away', 'Cocoon', 'Ransom', 'Parenthood', 'The Missing', 'Cinderella Man', 'The Dark Tower', 'The Da Vinci Code', 'The Paper', 'Cotton Candy', 'Gung Ho', 'A Beautiful Mind', 'The Dilemma', 'The Lost Symbol', ""Dr. Seuss' How the Grinch Stole Christmas"", 'Angels & Demons', 'Presidential Reunion', 'Rush', 'Jay-Z: Made in America', 'In the Heart of the Sea']"
WebQTest-349,"['Los Angeles Lakers', ""Duke Blue Devils men's basketball"", 'Chicago Bulls']","['Cleveland Cavaliers', 'Utah Jazz']"
WebQTest-380,"['46.19° N', '-122.19° W']","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']"
WebQTest-403,['Turkish Language'],"['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']"
WebQTest-428,"['Minnesota', 'North Dakota', 'Nebraska', 'South Dakota', 'Michigan', 'Illinois', 'Indiana', 'Missouri', 'Kansas', 'Ohio', 'Wisconsin', 'Iowa']","['Avenue of the Saints', 'West North Central States', 'East North Central States', 'Iowa', 'Illinois', 'Indiana', 'Kansas', 'Michigan', 'Missouri', 'Minnesota', 'Nebraska', 'North Dakota', 'Ohio', 'South Dakota', 'Wisconsin', 'Council Grove']"
WebQTest-453,"['Jamaican Creole English Language', 'Spanish Language', 'Limonese Creole', 'Bribri Language']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,['Minnesota Vikings'],['University of Oklahoma']
WebQTest-509,"['Federal republic', 'Presidential system']","['Presidential system', 'Federal republic']"
WebQTest-532,['Football'],['Football']
WebQTest-559,"['Violin', 'Piano']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,"['New York Giants', 'New Orleans Saints', 'Carolina Panthers', 'Miami Hurricanes football']",['Carolina Panthers']
WebQTest-635,"['Chef', 'Stan Marsh', 'Token Black', 'Eric Cartman', 'Kenny McCormick', 'Principal Victoria', 'Kyle Broflovski', 'Sharon Marsh', 'Ms. Cartman', 'Mr. Garrison', 'Bebe Stevens', 'Butters Stotch', 'Jimbo Kearn']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Memphis'],['Memphis']
WebQTest-680,"['Atlético Madrid', 'Club Atlético Independiente', 'Manchester City F.C.', 'Argentina national football team']","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,"['Thor Heyerdahl', 'Adventurer', 'Ethnographer', 'Film Director', 'Academic']","['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,"['Jim Wright', 'Thomas Brackett Reed', 'Dennis Hastert', 'Tom Foley', 'Frederick Muhlenberg']","['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,"['Manchester Museum', 'Manchester Art Gallery', 'Imperial War Museum North', 'Manchester Jewish Museum', 'Whitworth Art Gallery', 'Chinatown, Manchester', 'Manchester Cathedral', 'Wheel of Manchester']","['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Abstain,['World War II']
WebQTest-830,['Reading'],['Reading']
WebQTest-857,"['Georgia', 'Alabama']","['Georgia', 'Alabama']"
